순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
11,9788954614443,4855866,필경사 바틀비,"9,900원",550원,허먼 멜빌 저/하비에르 사발라 그림/공진호 역,문학동네,"행동하기를 거부하는 주인공 바틀비. 
그와의 만남에서 피어나는 끝없는 물음표. 
나와 타인의 존재, 삶의 방식을 돌아보게 하는 물음표의 힘!

에드거 앨런 포, 너대니얼 호손과 더불어 미국문학의 '르네상스'를 이루었다고 평가 받는 작가 허먼 멜빌의 작품. 작가는 당시 미국 금융경제의 중심에 있던 월 스트리트를 배경으로, 타협적인 화자(변호사)와 비타협적인 주인공(바틀비)을 대비시키고, ""안 하는 편을 택하겠습니다""라는 독특한 어구의 반복을 통해 이 짧은 글 안에 문학성과 사회성, 철학성을 폭넓게 담아냈다.",1,국내도서-소설/시/희곡
12,9788937463501,43876706,오 헨리 단편선,"11,700원",650원,오 헨리 저/김희용 역,민음사,"“미국의 모파상”이라 불리는 단편소설의 귀재 오 헨리
다정한 유머와 예기치 못한 반전의 페이소스로 펼쳐 낸 휴먼 드라마
민음사 세계문학전집 350권으로 출간

익숙한 소시민적 일상에서 찾아낸 낯선 아름다움

모파상, 체호프와 더불어 세계 3대 단편 소설 작가라 불리며, 미국 문학사에서 에드거 앨런 포와 함께 단편 소설의 양대 산맥으로 평가받는 오 헨리. 그의 주요 단편 28편을 망라한 『오 헨리 단편선』이 출간되었다. 쉰이 되기 전 요절하기 전까지 엄청난 창작열을 발휘해 수백 편의 단편을 남기고 간 오 헨리는, 흔히 ‘트위스트 엔딩’이라 불리는 반전 있는 결말과 휴머니즘 가득한 에피소드를 통해 현대 미국 단편 소설 스타일이 정립되는 데에 지대한 영향을 미친 한편, 독자에게 한 번 읽으면 잊히지 않는 매력적인 문학 경험을 선사한다.",1,국내도서-소설/시/희곡
13,9788972757139,17285321,윌리엄 트레버,"14,400원",800원,윌리엄 트레버 저/이선혜 역,현대문학,"현대 단편소설의 계보를 잇는 이야기의 대가
인간 생활의 가장 기민한 관찰자, 윌리엄 트레버

안톤 체호프와 제임스 조이스를 계승한 현대 단편소설의 거장 윌리엄 트레버의 단편선이 현대문학 「세계문학 단편선」 열다섯 번째 권으로 출간되었다. 윌리엄 트레버는 국내에는 잘 알려져 있지 않지만, 오헨리상을 네 번 수상하고 맨부커상 후보에 다섯 번 올랐으며 휘트브레드상, 아이리시 펜상, 래넌 문학상, 호손덴상, 왕립문학협회상, 하이네만 문학상, 선데이 타임스 문학상, 아일랜드 문학상, 밥 휴즈 평생공로상 등 무수한 상을 꾸준히 받아 왔고 노벨 문학상 후보로도 거론되는 화려한 이력의 소유자이다.",1,국내도서-소설/시/희곡
14,9791197671746,124130853,작은 책방,"16,200원",900원,엘리너 파전 저/이도우 역/김진희 그림,수박설탕,"카네기상, 안데르센상에 빛나는 엘리너 파전의 클래식 명작 『작은 책방』을 소설가 이도우가 공들여 우리말로 옮겼다. 『작은 책방』은 『빨강머리 앤』, 『작은 아씨들』, 『어린 왕자』처럼 세대를 초월해 전 세계 수많은 독자들에게 사랑받아 온 작품으로, 올겨울 수박설탕이 크리스마스 선물 같은 아름다운 일러스트와 함께 양장본으로 단장해 선보인다. 이 책을 읽어나가는 동안, 책을 좋아하고 이야기를 사랑하는 사람이라면 그가 어린이든 청소년이든 어른이든, 엘리너의 아름답고 따스한 위트 넘치는 세계에 빠져들 수밖에 없다. 그 속에는 다양한 인물이 등장하지만 나무꾼 소년과 공주의 신분에 차별을 두지 않으며, 왕과 시골 농부의 아들이 동등하게 그려진다.

평생 그와 같은 세계관과 인간에 대한 시선을 지켜온 엘리너 파전답게, 그녀는 노년에 영국 왕실로부터 데임 작위를 수여 받게 되자 “나는 우유 배달부와 별반 다른 사람이 되고 싶지 않아요.”라며 정중히 거절했다.",1,국내도서-소설/시/희곡
15,9788954622752,11252909,디어 라이프,"14,400원",800원,앨리스 먼로 저/정연희 역,문학동네,"정밀하고 절제된 언어로 삶의 미묘한 순간들을 포착하는 
현존하는 가장 위대한 단편 작가, 우리 시대의 체호프
2013 노벨문학상 수상 작가 앨리스 먼로의 최신작이자 마지막 작품!

『디어 라이프』는 2013년 노벨문학상 수상 작가 앨리스 먼로가 2012년에 출간한 최신작이자, 그녀가 절필을 선언하기 전 세상에 내놓은 마지막 작품이다. 앨리스 먼로 최고의 작품집이라는 평가를 받은 이 작품으로 앨리스 먼로는 생애 세번째 트릴리움상 수상의 영광을 안기도 했다. 
82세의 거장이 남긴 마지막 작품답게, 『디어 라이프』는 앨리스 먼로의 그 어느 단편집보다 힘 있고 아름답다. “현대 단편소설의 거장”이라는 수식어가 결코 과장이 아님을 그녀는 이 작품집을 통해 다시 입증한다.",1,국내도서-소설/시/희곡
16,9788931023282,122320301,[예스리커버] 19호실로 가다,"14,220원",790원,도리스 레싱 저/김승욱 역,문예출판사,"시대를 거스른 영국의 대표 작가!
[예스리커버] 도리스 레싱 단편선

“생각하는 것을 말할 수 있다면 우리는 자유롭다.” _도리스 레싱

* 나는 레싱으로부터 나혜석, 버지니아 울프, 시몬 드 보부아르를 만난다.
-정희진(여성학 연구자, 『정희진처럼 읽기』 저자)

* 행간마다 고인 것은 여성의 삶이고, 더 이상 뒤돌아보지 않기 위해 다시 읽는다.
-이다혜(작가, 『씨네21』 기자)

* 온전히 혼자가 된다는 것은 얼마나 어렵고도 귀한 일일까.
-최은영(소설가, 『쇼코의 미소』 저자)

* 레싱은 이후의 모든 작가가 이야기를 확장할 수 있는 모델이 되어주었다.
-마거릿 애트우드(작가, 『시녀 이야기』 저자)

영국을 대표하는 노벨문학상 수상 작가인 도리스 레싱의 단편선 『19호실로 가다』와 『사랑하는 습관』이 ‘예스리커버’로 새롭게 출간되었다.",1,국내도서-소설/시/희곡
17,9788954607711,3311214,지킬박사와 하이드씨,"13,050원",720원,로버트 루이스 스티븐슨 저/마우로 카시올리 그림/강미경 역,문학동네,"내 안에 숨어있던 악의 본능이 깨어난다!

1886년 출간된 로버트 루이스 스티븐슨의 작품. 인간의 마음속에 공존하는 선과 악의 대립을 미스터리 형식으로 풀어낸 걸작이다. 이 작품은 영화, 연극, 뮤지컬 등 다양한 장르로 100여 편이 넘게 제작되어 지금도 전 세계인의 사랑을 받고 있다. 이 책에서는 아르헨티나 출신의 삽화가 마우로 카시올리의 삽화가 함께 수록되어 작품의 분위기를 보다 잘 느낄 수 잇도록 하였다.

어느 겨울밤, 조용하던 런던 거리에 한바탕 소동이 벌어진다.",1,국내도서-소설/시/희곡
18,9791139716832,126159378,지킬박사와 하이드 씨,"8,910원",490원,"로버트 루이스 스티븐슨 저/에드먼드 조지프 설리번,윌리엄 하터렐,아치볼드 스탠디시 하트릭 그림/서창렬 역",현대지성,"프로이트보다 앞서 무의식의 세계를 탐험하다 
선과 악, 이성과 광기의 경계에서 
인간을 적나라하게 탐구한 역작

인간의 이중성을 가장 매혹적으로 풀어낸 대표작 4편
삽화계의 거장 3인의 일러스트와 필수 배경지식 수록 

★ 하버드대 신입생 권장 도서 
★ BBC 선정 위대한 작가 
★ 『가디언』 선정 모든 사람이 꼭 읽어야 할 책 

가로등 그림자가 음침하게 드리운 런던 밤거리에서 끔찍한 범죄가 일어난다. 사건에 연루된 친구 지킬을 구하려고 범인을 추적하던 어터슨 변호사는 연거푸 기이한 일을 겪는다. 마침내 진상이 밝혀지는 순간, 그동안 감춰져 있었던 충격적인 진실이 드러난다….

「지킬 박사와 하이드 씨」는 인간의 이중성을 다룬 대표작이자 이중인격을 소재로 한 문학·방송·공연예술의 효시로 평가받는 작품이다. “인간은 본래 선한가, 악한가?”라는 오랜 난제에 대해 작중인물 지킬은 인간 안에 선과 악, 두 가지 본성이 혼재한다는 가설을 세운다.",1,국내도서-소설/시/희곡
19,9788937462221,3542506,오스카 와일드 작품선,"9,900원",550원,오스카 와일드 저/정영목 역,민음사,"셰익스피어 이후 가장 사랑받는 19세기 영국 최고의 극작가이자 단편소설의 대가 오스카 와일드. 퇴폐와 천진난만함, 신랄한 풍자와 기상천외한 유머, 극적인 유미주의 등 그의 특징이 잘 나타나는 대표적인 희곡, 단편, 동화를 고루 모았다.순수하고 아름다운 동화 「행복한 왕자」를 비롯하여, 기득권층을 조롱하고 사회 병폐를 드러내는 단편 「아서 새빌 경의 범죄」, 파격적이고 치명적인 에로티시즘을 보이는 희곡 「살로메」에 이르기까지 다양한 매력과 개성을 선보인다.",1,국내도서-소설/시/희곡
20,9791160940527,43504905,그리운 메이 아줌마,"11,700원",650원,신시아 라일런트 저/햇살과나무꾼 역,사계절,"“우리는 지금, 밤 같은 정적 속에서 간절히 기도하고 있다. 
날개를 달라고. 멀리 날아갈 수 있도록 우리에게 진짜 날개를 달라고.“
지금 곁에 없는 소중한 사람을, 온 마음을 다해 그리워하는 아름다운 이야기

『그리운 메이 아줌마』(Missing May)는 사랑하는 사람을 잃은 슬픔을 극복하는 과정을 탄탄한 구성과 따뜻하고 섬세한 필치로 그려낸 이야기로, 삶과 참사랑에 대해 다시 한 번 생각하게 하는 작품이다. 저자 신시아 라일런트(Cynthia Rylant)는 미국을 대표하는 작가로 그림책?시?소설 등 다양한 장르에 걸쳐 활동하고 있으며, 탄탄한 구성과 절제된 문장으로 국내에도 많은 독자를 갖고 있다. 그 가운데서도 이 책은 미국에서 뉴베리 상과 보스턴 글로브 혼북 상을 수상하고, 미국도서관협회가 선정한 ‘최우수 청소년 작품’과 스쿨 라이브러리 저널이 선정한 ‘올해의 최고 우수작’에 꼽히는 등 뛰어난 작품성을 인정받았다.",1,국내도서-소설/시/희곡
21,9788937463938,103664172,서머싯 몸 단편선 2,"12,600원",700원,서머싯 몸 저/황소연 역,민음사,"문학성과 대중성을 동시에 인정받은 영국 문학의 대표 작가 서머싯 몸
전 세계를 여행하며 명쾌한 필치로 포착해 낸 청춘의 다채로운 순간

『달과 6펜스』를 비롯해 『면도날』, 『인생의 베일』, 『인간의 굴레에서』 등 영문학 최고 걸작의 반열에 올라선 작품들을 발표하고 영국 명예 훈위 칭호를 받은 서머싯 몸. 장편 소설, 희곡, 단편 소설, 에세이 등 장르를 넘나드는 활발한 작품 활동으로 문학성과 대중성을 동시에 인정받은 작가다. 서머싯 몸이 발표한 100여 편에 이르는 단편 중 주요 30편을 망라한 『서머싯 몸 단편선 1,2』가 민음사 세계문학전집으로 출간되었다. 

청춘의 방황과 생의 의미를 깨닫는 여정, 그 속에서 발견해 낸 인간 본성에 대한 통찰은 서머싯 몸의 작품 전체를 관통하는 주제다. 사랑과 우정, 성공과 실패, 삶과 죽음 등의 선택지들 사이에서 다양한 인간 군상이 서로 공명하며 생의 의미를 깨닫는 순간을 예리하게 포착해 현실적으로 묘사해 낸다.",1,국내도서-소설/시/희곡
22,9788901232867,76071289,청소부 매뉴얼,"14,400원",800원,루시아 벌린 저/공진호 역,웅진지식하우스,집이다. 이 작품집에서 우리는 레이먼드 카버의 근성과 그레이스 페일리의 유머에 루시아 벌린 자신의 위트와 애수를 더한 기적 같은 일상을 만날 수 있다. 여러분은 단편소설의 대가가 선사하는 놀라운 작품집에 푹 빠져들 것이다. 그리고 “왜 여태까지 이 작가를 몰랐지?” 하고 자문하게 될 것이다.,1,국내도서-소설/시/희곡
23,9788982817236,1461826,사랑을 말할 때 우리가 이야기하는 것,"12,600원",700원,레이먼드 카버 저/정영문 역,문학동네,"『제발 조용히 좀 해요』로 널리 알려진 미국 현대문학의 거장, 레이먼드 카버의 단편집. 젊은 소설가들이 가장 좋아하는 작가로 많이 꼽는 카버의 주옥 같은 단편들을 담았다. 우스꽝스러우면서도 섬뜩한 이야기를 통해 현대인의 고독한 초상을 그린 작품들이다.",1,국내도서-소설/시/희곡
24,9791191278019,96402974,맛,"15,750원",870원,로알드 달 저/정영목 역,교유서가,"에드거 엘런 포 상, 전미 미스터리 작가상 수상에 빛나는 최고의 이야기꾼

시끄럽고 대담하고 뻔뻔스러운 이야기 저 너머에서
빙그레 웃으며 기어이 독자와의 내기에서 이기고 마는 작가 

우리 시대의 가장 영향력 있고 가장 널리 읽히는 작가 _타임스

세대를 뛰어넘는 영원한 이야기꾼 로알드 달의 베스트 소설집

‘에드거 엘런 포’ 상, 전미 미스터리 작가상 수상에 빛나는 최고의 이야기꾼 로알드 달의 베스트 소설집이 재출간되었다. 올해로 서거 30주년을 맞은 로알드 달은 2000년 ‘세계 책의 날’에 전 세계 사람들이 가장 사랑하는 작가로 선정되었고 시간이 지날수록 세대를 뛰어넘는 영원한 이야기꾼으로 자리매김하고 있다.",1,국내도서-소설/시/희곡
25,9791156334347,105134892,모든 빗방울의 이름을 알았다,"15,300원",850원,"호르헤 루이스 보르헤스,레이먼드 카버 등저/파리 리뷰 편/이주혜 역",다른,"‘문학 실험실’ 파리 리뷰가 주목하고
장르의 대가들이 고르고 또 골랐다
문장으로 우주를 전달하는 열다섯 빛깔의 단편들

‘작가들의 꿈의 무대’로 통하는 미국의 문학 계간지 [파리 리뷰]는 가장 뛰어난 문학적 성취를 이룬 단편소설을 결산하기 위해 세계적인 명성의 작가들에게 특별한 질문을 했다. [파리 리뷰]가 지난 반세기 동안 발표한 단편소설 중에서 가장 좋아하는 작품 하나를 고르고 왜 그 소설을 탁월하다고 생각하는지 설명해달라고 부탁했다. 『모든 빗방울의 이름을 알았다』는 그중 열다섯 명의 작가들이 선택한 작품을 뽑아 만든 단편 선집이다. 이 책에는 제목이 뜻하는 것처럼 단편소설의 정수이자 본보기라고 할 수 있는 열다섯 편의 작품이 담겨 있다.

각 단편에는 세계적인 작가들의 해제가 있어 ‘공부가 되는 읽기’를 할 수 있다.",1,국내도서-소설/시/희곡
26,9788937463129,11247978,헤밍웨이 단편선 1,"10,800원",600원,어니스트 헤밍웨이 저/김욱동 역,민음사,"20세기 미국 문학을 개척한 작가 어니스트 헤밍웨이
전후 미국의 다양한 군상을 하드보일드 필치로 담아낸 헤밍웨이 문학의 출발점

『노인과 바다』를 비롯해 『누구를 위하여 종은 울리나』, 『무기여 잘 있어라』 등 고전의 반열에 올라선 작품을 발표하고 1954년 노벨 문학상을 수상한 어니스트 헤밍웨이. 미국 현대 문학의 개척자로도 불리는 헤밍웨이는 제1차 세계 대전 후 삶의 좌표를 잃어버린 ‘길 잃은 세대(lost generation)’를 대표하는 작가이다. 

그는 약 70편에 이르는 단편을 통해 미국 단편 문학의 전통을 계승하는 한편 ‘하드보일드 문체’와 ‘빙산 이론’으로 명명된 독자적인 스타일을 확립시키며 장르를 아우르는 문학적 대가의 면모를 과시했다.",1,국내도서-소설/시/희곡
27,9788960901704,11130239,축복받은 집,"14,400원",800원,줌파 라히리 저/서창렬 역,마음산책,"2013년 맨부커상 최종심 후보 작가,
줌파 라히리의 퓰리처상 수상작 『축복받은 집』 

2013년 9월에 발표한 두 번째 장편소설 『로랜드The Lowland』로 영국 맨부커상 최종심과 미국 내셔널북어워드 본심에 오르며 작가로서 자신의 자리를 굳힌 줌파 라히리의 첫 소설집 『축복받은 집』의 개정판이다. 

첫 소설집으로 1999년에 오 헨리 문학상과 펜/헤밍웨이 문학상, 2000년에 퓰리처상을 수상하며 미국 문단에 등장한 줌파 라히리도 어느덧 데뷔한 지 십 년이 훌쩍 넘은 중견 작가다. 단편소설집과 장편소설을 각각 두 권씩 번갈아 발표하며 자신의 문학 이력을 차곡히 쌓은 그의 문학사는 단순히 작가 한 사람의 문학사가 아니라 미국 문학, 세계문학 전체의 역사와 맞닿아 있다. ‘이민자 문학’은 없다며, 그런 문학이 있다면 ‘거주자 문학’이 따로 있느냐고 반문하는 라히리의 목소리는 정체성을 규정당하기를 거부하는 문학 본연의 목소리 자체다.",1,국내도서-소설/시/희곡
28,9791192684185,115994522,킬리만자로의 눈,"8,550원",470원,어니스트 헤밍웨이 저/이정서 역,새움,,1,국내도서-소설/시/희곡
