순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
11,9791171713608,145261633,고독한 용의자,"17,550원",970원,찬호께이 저/허유영 역,위즈덤하우스,"추리소설의 압도적 일인자《13·67》 《망내인》 찬호께이 3년 만의 신작
미스터리 독자들을 열광시킨찬호께이 초기작의 계보를 잇는 정통 범죄추리소설

‘중화권 추리소설의 출발점’으로 불리며 전 세계의 사랑을 받은 사회파 추리소설 《13·67》 《망내인》의 작가 찬호께이의 신작 장편소설 《고독한 용의자》가 위즈덤하우스에서 출간되었다. 《마술 피리》 이후 국내에서 약 3년 만에 선보이는 신작이다. 최근 소개된 작품들이 호러나 판타지에 가까웠다면 《고독한 용의자》는 《기억나지 않음, 형사》 이후 오랜만에 발표하는 정통 범죄추리소설이다. 찬호께이 저자는 한국어판 서문을 통해 “리얼리즘을 표방한 범죄추리소설로 포스트코로나 시대 홍콩 사회를 배경으로 하고 있다”고 밝히며, “사회현상을 반영한 범죄추리소설을 좋아하는 독자들에게 이 소설이 만족스러운 선물이 될 수 있길 바란다”고 전했다. “누구나 어느 정도의 정신병을 안고 있는” 압력솥 같은 도시 홍콩.",1,국내도서-소설/시/희곡
12,9791160078572,116768623,13.67,"17,100원",950원,찬호께이 저/강초아 역,한스미디어,"중국어권 최고의 추리소설 작가
찬호께이의 대표작 『13·67』
10쇄 기념 전면 개정판 출간!

2015년 추리소설의 불모지로 여겨졌던 중국, 그것도 홍콩에서 날아와 한국 독자들을 놀라게 한 걸작 추리소설이자 찬호께이의 대표작. 찬호께이는 홍콩 작가로서 『기억하지 않음, 형사』(한스미디어 출간)로 ‘제2회 시마다 소지 상’을 수상한 데 이어, 2014년에는 ‘2015 타이베이 국제 도서전’에서 대상을 수상한 『13·67』을 내놓아 결정적으로 국적을 넘어 세계에 이름을 떨치는 작가로 자리잡았다.
『13·67』은 홍콩을 배경으로 1967년도부터 2013년까지의 여섯 개 사건을 역순으로 펼쳐놓는 장편소설이다. 2020년대에 읽어도 참신한 순서의 구성에 더해 혼수상태에서조차 명추리를 자랑하는 경찰 고문 관전둬가 독자의 마음을 강렬하게 사로잡는다. ",1,국내도서-소설/시/희곡
13,9791167903068,147057608,매듭의 끝,"15,120원",840원,정해연 저,현대문학,"“극한까지 처절한 모성에 관한 이야기, 
두 번 다시 이런 소설을 쓸 자신이 없다!” 

한국 추리·미스터리 스릴러에 새로운 지각 변동을 일으킨 
《홍학의 자리》 정해연의 신작!

선보이는 작품마다 ‘뒤틀린 욕망이 사람을 어디까지 추락시킬 수 있는가’를 철저하게 파헤쳐온 정통파 추리·미스터리 스릴러 작가 정해연이 장편 신작 《매듭의 끝》으로 돌아왔다. 

《매듭의 끝》은 ‘행복했던 유년시절에 일어난 갑작스런 아버지의 자살 이후, 오랫동안 아버지의 석연치 않은 죽음에 대한 용의자로 어머니를 의심하는 이인우 형사’와 ‘아들을 절대로 살인자로 만들 수는 없는, 인생의 목표는 오로지 회사와 아들의 성공뿐인 자수성가한 사업가 박희숙’이라는 두 모자(母子)의 이야기가 교차하며 미스터리를 이끌어 나간다.",1,국내도서-소설/시/희곡
14,9788960174191,7218436,제노사이드,"16,200원",900원,다카노 가즈아키 저/김수영 역,황금가지,"『13계단』의 다카노 가즈아키가 6년 만에 내놓은 최신작이다. ‘인류보다 진화한 새로운 생물’의 출현에서 비롯한 인류 종말의 위협과 이를 둘러싼 음모를 추리 스릴러와 SF 기법을 통해 풀어나간 작품으로서, 한국 유학생의 활약과 한국의 ‘정’ 등 한국 문화에 대한 소개 등 한국 독자들이 관심을 가질 만한 내용들이 담겨 있다.

특히 한일 과거사에 대한 일본 우익들의 그릇된 사고를 비판적 시각으로 그려내어 일본에서 상당한 논쟁을 불러일으킨 작품이기도 하다. 실제로 일본 최대 인터넷 서점인 아마존 재팬의 200여 독자 서평 중 거의 대부분이 ‘재미있으나 작품에 담긴 반일 사고가 불편하다’, ‘관동대지진이나 난징대학살에 대한 언급 때문에 거부감이 든다’는 등 저자의 역사관에 불만을 표출하는 의견이 상당수를 차지한다.",1,국내도서-소설/시/희곡
15,9788960177789,11865798,애크로이드 살인 사건,"10,800원",600원,애거서 크리스티 저/김남주 역,황금가지,"전 세계 미스터리의 역사를 재창조한 추리 소설의 여왕,
애거서 크리스티를 대표하는 작품만을 모은 에디터스 초이스

시골 마을의 대지주인 로저 애크로이드가 살해당한다. 애크로이드의 친구인 쉐퍼드 의사는 자신의 옆집에 살면서 호박을 키우는 수상쩍은 남자가 유명한 탐정 푸아로라는 사실을 알게 되고, 애크로이드의 살인범을 쫓는 푸아로의 수사에 함께하는데……. 출간 당시 너무나 획기적인 결말로 인해 애거서 크리스티의 작품 중 가장 많은 논란을 불러일으키며 추리 소설계에 거대한 충격을 가져온 작품. 많은 이들이 『그리고 아무도 없었다』를 제치고 이 작품을 그녀의 최고 걸작으로 꼽고 있다! ",1,국내도서-소설/시/희곡
16,9791192684239,116026838,카지노,"14,850원",820원,김진명 저,새움,"일확천금을 꿈꾸는 사람들은 
오늘도 카지노로 향한다

바야흐로 돈이 지배하는 세상이다. 종교가 되고 이데올로기가 된 돈은 사람들의 몸과 마음을 장악한다. 일확천금을 꿈꾸는 사람들은 오늘도 카지노를 향해 발걸음을 옮긴다. 특별한 절차 없이 바로 돈으로 승부를 거는 곳 카지노. 지금 카지노에서는 어떤 일들이 벌어지고 있을까?

그간 현실과 픽션을 넘나들며 당대의 첨예한 미스터리들을 풀어 온 작가 김진명이 ‘진정한 프로 갬블러와 카지노의 세계’를 흥미진진하게 그려냈다. 작가는 '한 방', ‘일확천금’을 꿈꾸며 게임에 올인하다가 결국 피폐해지고 마는 도박사들의 삶 속에서, 어떤 ‘보편적인 원칙’을 찾고 싶었다고 한다. 이긴다는 환상에만 사로잡혀 주변을 모두 황폐화시키고, 본인 역시 삶을 그르치게 되는 갬블러의 숙명! 숱한 패배 속에서도 살아남는 지혜를 터득하고자 하는 인간, 갬블러의 몸부림을 생생하게 그려내고 있다.",1,국내도서-소설/시/희곡
17,9791192738482,142805014,이상한 집 2,"16,200원",900원,우케쓰 저/김은모 역,리드비(READbie),"더욱 정교하고 섬뜩해진 ‘이상한 집 시리즈’ 2탄 출간

11채의 이상한 집, 11개의 기묘한 평면도
모든 것이 연결되는 순간 끔찍한 비밀이 드러난다!

『이상한 집 2』 일본 종합 베스트셀러 1위(2024)
『이상한 집』 일본 문고 베스트셀러 1위(2024)
사상 최초, 일본 베스트셀러 2관왕

시리즈 누적 255만 부 돌파!
‘이상한 집’ 신드롬!

평면도만으로 독자들을 충격에 빠트린 『이상한 집』. 그 두 번째 이야기 『이상한 집 2 ― 11개의 평면도』가 리드비에서 출간된다. 

‘이상한 집 시리즈’는 인기 호러 콘텐츠 크리에이터이자 현재 일본에서 가장 주목받는 작가 우케쓰의 대표작이다. 온라인 커뮤니티를 떠들썩하게 만든 유튜브 영상 ‘이상한 집’에서 시작된 소설 『이상한 집』(2021)은 베스트셀러는 물론 영화, 코믹스로도 제작되며 선풍적인 인기를 끌었다.",1,국내도서-소설/시/희곡
18,9791170611561,128917300,당신이 누군가를 죽였다 (선라이즈 에디션),"17,820원",990원,히가시노 게이고 저/최고은 역,북다,"10만 부 판매 기념
어나더커버 선라이즈 에디션 
한정판 출간!

2024년 온·오프라인 서점 종합 1위
히가시노 게이고의 미스터리 『당신이 누군가를 죽였다』
10만 부 판매 기념 한정판 특별 에디션 출시!

일본 최고의 베스트셀러 작가 히가시노 게이고의 본격 미스터리 장편소설 『당신이 누군가를 죽였다』가 독자들의 뜨거운 호응을 얻어 출간 10개월 만에 10만 부 판매를 기록했다. 〈가가 형사 시리즈〉 열두 번째 작품으로 ‘황금시대 미스터리’를 구현한 걸작이라는 호평을 받으며 2023년 일본 서점 미스터리 분야 판매 1위를 석권한 소설은,  2024년 국내 출간 즉시 예스24 종합 3위, 교보문고·알라딘 종합 베스트 1위라는 독보적인 성적을 달성하며 베스트셀러가 되었다.",1,국내도서-소설/시/희곡
19,9791158886356,89553558,얼음나무 숲,"17,100원",950원,하지은 저,황금가지,"얼음나무 숲을 둘러싼 기묘한 전설이 살아 있는 음악의 도시 에단.
그곳에서 운명처럼 만난 두 음악 천재의 예술을 향한 갈망, 그리고 살인!

예술을 사랑하는 음악의 도시 에단에서 마에스트로의 칭호를 3회 연속으로 보유하며 거장의 반열에 오른 바이올리니스트 아나토제 바옐. 그리고 바옐의 음악을 진심으로 이해할 수 있는 단 하나의 진정한 청중이 되기 위해 노력하는 순수한 피아니스트 고요 드 모르페. 완전무결한 예술을 갈망하며 서로를 향한 욕망과 동경이 교차하던 이들에게 어느 날, 얼음나무 숲에서 발생한 끔찍한 살인 사건 소식이 들려온다. 평화롭기만 하던 에단에서 발생한 이 유례없는 살인 사건의 처음과 끝에는, 언제나 아나토제 바옐이 있었는데……. 하지은이 탐미적인 필치로 묘사하는 황홀한 선율이 눈앞에서 펼쳐진다.",1,국내도서-소설/시/희곡
20,9791170960706,123368321,메스를 든 사냥꾼,"15,120원",840원,최이도 저,해피북스투유,"출간 전 전격 영상화 확정!
메스를 든 법의관과 재단사 살인범의 추격 스릴러

『메스를 든 사냥꾼』은 소시오패스 법의관 세현이 연쇄 살인범이 남긴 사체로 그를 뒤쫓는 이야기를 담은 미스터리 추격 스릴러 소설이다. 사체를 통해 살인범을 밝혀내는 독특한 소재와 더불어 법의관과 경찰, 각기 다른 인물의 시선으로 이야기를 전개해 신선함을 더했다. 

『메스를 든 사냥꾼』은 최이도 작가의 첫 장편 소설로, 작가는 경찰행정학을 전공하며 공부한 범죄 전문 지식을 책 속에 녹여내 생생한 현장감을 극대화했다. 긴장감 넘치는 전개와 섬세한 묘사는 마치 독자들이 진짜 범죄 현장에 와있는 듯한 착각까지 들게 만든다. 생동감 있는 문체와 흡인력을 인정받아 영상화 문의가 쇄도하며 출간 전임에도 이례적으로 영상화가 확정되었다.",1,국내도서-소설/시/희곡
21,9791197708572,114906622,이상한 집,"13,500원",750원,우케쓰 저/김은모 역,리드비(READbie),"건축 평면도만으로도 엄청난 긴장감을 불러일으키며 ‘부동산 미스터리’라는 신기원을 열었다고 평가받는 우케쓰의 『이상한 집』이 마침내 한국에 소개된다.

2020년, 일본의 호러·오컬트 콘텐츠 크리에이터 ‘우케쓰’가 한 동영상을 올렸다. 언뜻 평범해 보이는 주택 평면도에 숨겨져 있는 ‘위화감’을 두 사람의 대화를 통해 찾아내는 내용이었다. 이 동영상은 눈을 뗄 수 없게 만드는 몰입감과 공포감이 굉장하다는 입소문을 타고 조회 수 1,000만 뷰를 돌파했고, 국내에도 누리꾼들이 커뮤니티에 자발적으로 번역, 공유하며 알려졌다.

온라인의 인기에 힘입어 소설화된 『이상한 집』은 유튜브에서는 미처 밝히지 못했던 ‘이상한 집’의 진짜 비밀이 무엇인지를 다룬다. 소설 『이상한 집』은 온라인에서의 흡인력이 그대로 살아있다는 극찬을 받으며 2021년 일본 호러 미스터리 베스트셀러 1위를 차지했다. 또한 아마존 재팬 초장기 베스트셀러에 등극하였으며, 영화로도 만들어질 예정이다.",1,국내도서-소설/시/희곡
22,9791158791971,114946621,우중괴담,"15,120원",840원,미쓰다 신조 저/현정수 역,북로드,"『우중괴담』은 일본 최고의 호러 미스터리 작가 미쓰다 신조의 소설로, 가슴 서늘하게 만드는 다섯 가지 괴담을 담고 있다. 미쓰다 신조는 호러와 미스터리라는 두 장르의 절묘하고 공교한 융합과 메타픽션의 작법을 통해 자신만의 독특한 작풍을 정립하며 특색 있는 작품을 꾸준히 선보여온 작가다. 또한 ‘미쓰다 월드’라는, 특유의 작품 세계를 지칭하는 용어이자 그의 소설을 열렬히 지지하는 마니아층을 호칭하는 말을 탄생시켰을 정도로 호러와 미스터리 장르의 독자들에게는 독보적인 존재로 인정받는 거장이기도 하다. 

‘나’는 호러 소설 작가다. 나는 꽤 오랜 기간 괴담을 수집해왔기에 종종 자신이 겪은 괴이한 일을 들려준다며 그 해석을 요구하는 이들도 있을 정도다. 이번에 나는 다섯 명의 사람에게서 기이한 체험담을 듣는다. ",1,국내도서-소설/시/희곡
23,9788960177765,11865812,오리엔트 특급 살인,"10,800원",600원,애거서 크리스티 저/신영희 역,황금가지,"전 세계 미스터리의 역사를 재창조한 추리 소설의 여왕,
애거서 크리스티를 대표하는 작품만을 모은 에디터스 초이스

오리엔트 특급 열차가 폭설 속에 고립되고, 한 남자가 열두 번이나 칼에 찔린 시체로 발견된다. 국적도 나이도 성별도 지위도 모두 다른 열두 명의 승객들이 서로의 알리바이를 증명하는 가운데, 도무지 풀릴 것 같지 않은 미스터리에 푸아로가 도전한다. 푸아로가 등장하는 작품 중 세계에서 가장 많이 팔리는 애거서 크리스티 소설이자, 『그리고 아무도 없었다』와 함께 애거서 크리스티를 대표하는 작품!",1,국내도서-소설/시/희곡
24,9791167902580,128870282,적산가옥의 유령,"13,500원",750원,조예은 저,현대문학,"『칵테일, 러브, 좀비』 『트로피컬 나이트』 

조예은의 새로운 호러 소설 



“오직 호러만이 죽은 자가 죽은 입으로 자신의 소리를 낸다.

이번 작품을 쓰면서 처음으로 ‘무서우면 좋겠다’라고 생각했다.” -조예은(소설가) 



당대 한국문학의 가장 현대적이면서 첨예한 작가들과 함께하는 「현대문학 핀 장르」 시리즈의 네 번째 책, 조예은의『적산가옥의 유령』을 출간한다.『적산가옥의 유령』은『현대문학』2023년 12월호에 실린 작품을 개작해 출간한 작품으로, 일제의 식민 지배를 상징하는 음산한 적산가옥에 숨겨진 비밀의 ‘공포’와 수 세대를 거슬러 공존하는 세 주인공, 유타카와 박준영, 현운주의 ‘연대’를 섬뜩하고도 애틋하게 그려낸 그의 신작 소설이다.",1,국내도서-소설/시/희곡
25,9791193262184,127086686,아이가 없는 집,"16,200원",900원,알렉스 안도릴 저/유혜인 역,필름,"자고 일어났더니 내 휴대폰에서 시체 사진이 발견됐다!
‘누가 언제 찍은 사진일까? 설마 내가 한 짓은 아니겠지?’

이 책은 유서 깊은 목재 재벌로 만하임 그룹을 운영하는 페르 귄터가 탐정 율리아를 찾아가면서 시작한다. 자신의 휴대폰에서 발견한 시체 사진 한 장 때문에 하룻밤 사이 살인 용의자가 되었다는 페르 귄터. 하지만 정작 그는 사진이 찍힌 시간에 술에 취해 잠들어 기억이 없다고 한다. 게다가 사진 속 남자가 누구인지, 장소가 어디인지조차 알아내기 어렵다. 

페르 귄터는 사건이 발생한 날 자신이 머물렀던 만하임 저택으로 율리아를 초대한다.",1,국내도서-소설/시/희곡
26,9788972757573,23630397,라플라스의 마녀,"15,120원",840원,히가시노 게이고 저/양윤옥 역,현대문학,"일본 추리소설계를 대표하는 최고의 베스트셀러 작가 히가시노 게이고가 2015년, 데뷔 30주년 기념작으로 선보인 『라플라스의 마녀』가 현대문학에서 번역 출간되었다. 가도카와 쇼텐 출판사 창립 70주년 기념작이기도 한 이번 작품은 제31회 에도가와란포상을 수상한 데뷔작 『방과 후』 이후 통산 80번째 단행본이다. 그동안 히가시노 게이고는 치밀한 트릭과 반전이 빛나는 본격 추리소설부터 우리 시대의 문제점을 파고든 사회파 작품, 서스펜스, 판타지, SF에 이르기까지 다양한 장르를 오가며 미스터리의 경계를 넓혀왔다. 특히 이공계 출신의 추리소설가라는 독특한 이력을 가진 그는 첨단 과학이나 의학과 같은 주제를 논리적으로 짜 넣은 미스터리를 선보였으며, 과학적·사회적 변화들에 따른 정체성의 문제, 범죄의 심리, 어딘가 한 면이 일그러진 가족 관계나 사랑의 비극과 복수의 고통이라는 주제들에 많은 관심을 기울였다.",1,국내도서-소설/시/희곡
27,9791193078259,128762278,오렌지와 빵칼,"10,800원",600원,청예 저,허블,"자유를 꿈꾸는 이들을 위한 도발적인 이야기
SF x 미스터리 x 리얼리즘을 훌륭하게 버무린 서사의 향연

“억눌려 있던 그녀의 잿빛 마음이 형형색색으로 빛나기 시작한다. 그녀는 진심으로 끝내주게 웃는다. 그리고 나도 웃었다. 근래 이렇게 무언가를 허겁지겁 먹어치우듯, 탐욕스럽게 읽어 내려간 소설이 또 있었던가.”_강화길(소설가) 추천사 중에서

2년 만에 〈제9회 교보문고 스토리 공모전〉 단편 우수상, 〈제4회 컴투스 글로벌 콘텐츠문학상〉 최우수상, 〈제1회, 제2회 K-스토리 공모전〉 최우수상, 〈2023년 제6회 한국과학문학상〉 장편 대상까지, 초단기간 내에 연달아 문학상을 수상한 청예 작가.

포근한 로맨스 소설부터 미래 기담 SF까지 폭넓은 스펙트럼을 가진 청예는 이윽고 본인 내면에 있는 질척하고 순수한 검은 감정을 내보이며 독자를 찾았다. ‘욕 먹을 각오’를 하고 용기를 내 ‘쓰고 싶은 이야기’를 썼다.",1,국내도서-소설/시/희곡
