순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
11,9791198547514,124235834,수족관,"15,930원",880원,유래혁 저,포스터샵,"누군가에게 과거는 헤어나올 수 없는 커다란 수족관이 되고야 만다. 
그들은 끝내 바다를 만나게 될 수 있을까. 서로의 숨을 훔치지 않고, 자유로울 수 있을까. 

소설 ‘수족관’은 보육 시설에서 자라난 인물 ‘류이치’가, 먼저 보육 시설에서 도망쳐나온 인물 ‘아카리’를 만나 겪게 되는 일들을 그려낸다. 이 두 인물은 자신들이 가진 뿌리 깊은 과거와 상처, 그 이야기가 만들어낸 수족관에서 만나 입을 맞추고, 서로의 숨을 훔쳐가면서도 언젠가 오키나와의 너른 바다에 도착하는 꿈을 나눈다. 이 둘은 수족관을 벗어나 눈부신 햇살 아래 들려오는 파도 소리를 들을 수 있을까.",1,국내도서-소설/시/희곡
12,9791162203620,125761518,파과 (리커버),"16,020원",890원,구병모 저,위즈덤하우스,"한국 소설에 가장 강렬하게 새겨질 새로운 여성 서사를 탄생시킨 구병모 작가의 《파과》가 새 옷을 갈아입었다. 40여 년간 날카롭고 냉혹하게 청부 살인을 업으로 삼아온 60대 여성 킬러 ‘조각(爪角)’. 몸도 기억도 예전 같지 않게 삐걱거리기 시작하면서 이제는 퇴물 취급을 받는다. 노화와 쇠잔의 과정을 겪으며 조각은 새삼스레 ‘타인’의 눈 속에 둥지를 튼 공허를 발견하게 된다. 소멸의 한 지점을 향해 부지런히 허물어지고 있는 모든 것, 깨지고 상하고 뒤틀린 살아 있는 모든 것에 대해 연민을 느끼며, 조각의 마음속에 어느새 지키고 싶은 것들이 하나둘 생겨나기 시작한다. 《파과》는 짧은 시간 빛나다 사라질 살아 있는 모든 것들에 대한 뜨거운 찬사다.",1,국내도서-소설/시/희곡
13,9791141601300,130500819,이중 하나는 거짓말,"14,400원",800원,김애란 저,문학동네,"교보문고 ‘소설가 50인이 뽑은 올해의 소설’ 1위 
알라딘, 예스24 올해의 책
『이중 하나는 거짓말』 특별 한정 니트 에디션

한 해를 마무리하며 저마다 자신에게 소중한 의미로 남은 책의 목록을 되짚어보는 지금, 올여름에 출간되어 현재까지 독자들의 커다란 사랑을 받고 있는 김애란 작가의 두번째 장편소설 『이중 하나는 거짓말』을 특별 한정 ‘니트 에디션’으로 선보인다. 『이중 하나는 거짓말』은 알라딘과 예스24 모두에서 ‘올해의 책’으로 선정되었으며, 특히 발표될 때마다 화제를 모으고 있는 교보문고 특별기획 ‘소설가 50인이 뽑은 올해의 소설’ 1위로도 꼽혔다. 김애란 작가는 2017년에 출간한 『바깥은 여름』으로 1위에 오른 데 이어 이번에도 소설가들의 가장 많은 추천을 받은바, 동시대에 함께 글을 쓰는 동료 작가들의 마음을 움직였다는 점에서 더욱 뜻깊은 결과라고 할 수 있다.
",1,국내도서-소설/시/희곡
14,9791191061048,104663596,언젠가 우리가 같은 별을 바라본다면,"10,800원",600원,차인표 저,해결책,"차인표 작가가 전하는 감동의 휴먼 드라마 
자신을 대변할 수 없었던 이들을 위한 헌사 

『언젠가 우리가 같은 별을 바라본다면』은 고국을 떠나 70년 만에 필리핀의 한 작은 섬에서 발견된 쑤니 할머니의 젊은 시절을 담은 이야기이다. 작가는 우리나라가 일본에 주권을 빼앗긴 채 가난하고 핍박받던 시절을 맨몸으로 버텨 낸 우리 어머니의 어머니, 아버지의 아버지들의 이야기를 남기고자 집필을 시작했다. A4 용지 스무 장 분량으로 시작한 이야기는 10년의 집필 기간 동안 데이터 유실로 의지가 꺾이기도 하고 모든 것을 원점에서 복기하기를 반복하는 등 우여곡절을 겪은 후, 더욱 진정성과 사실에 근거한 서정적이고 아름다운 소설로 완성되었다. 

소설의 배경은 1930년대 백두산 기슭의 호랑이 마을. 엄마와 동생을 해친 호랑이 백호를 잡아 복수하기 위해 아버지와 함께 호랑이 마을로 찾아온 호랑이 사냥꾼 용이와 촌장 댁 손녀 순이 그리고 미술학도 출신의 일본군 장교 가즈오가 등장한다.",1,국내도서-청소년
15,9788936439651,133339464,대온실 수리 보고서,"16,200원",900원,김금희 저,창비,"창경궁 대온실의 비밀을 둘러싼 장엄한 서사
소설이 줄 수 있는 최대의 재미와 감동을 만나다
마침내 탄생한 김금희의 역작!

마음에 이는 무늬를 섬세하게 수놓으며 이야기의 아름다움을 증명해온 소설가 김금희가 장편소설 『대온실 수리 보고서』를 선보인다. 이 작품은 동양 최대의 유리온실이었던 창경궁 대온실을 배경으로, 그 안에 숨어 있는 가슴 저릿한 비밀과 인간에 대한 믿음을 저버리지 않으려는 신념을 감동적으로 보여준다. 작가가 작품활동을 시작한 지 15년 만에 처음 선보이는 역사소설로, 김금희 소설세계를 한차원 새롭게 열며 근래 보기 드문 풍성한 장편소설의 진면목을 보여주는 대작이다.",1,국내도서-소설/시/희곡
16,9788936439002,117873525,두고 온 여름,"12,600원",700원,성해나 저,창비,"독자와 평단이 주목하는 신예 성해나의 첫 장편소설 
우리가 두고 온 모든 인연과 마음을 위하여
한 시절의 여운 속에서 전하는 애틋한 안부 인사

첫번째 소설집 『빛을 걷으면 빛』(문학동네 2022)에서 나와 타인을 가르는 여러 층위의 경계와 그 경계를 넘어 서로를 이해하려는 시도를 진중하고 미더운 시선으로 탐사했던 작가 성해나가 신작 소설 『두고 온 여름』을 펴냈다. 젊은 감각으로 사랑받는 창비의 경장편 시리즈 소설Q의 열여섯번째 작품이다. 왜 타인을 헤아리고 받아들이는 일은 언제나 낯설고 어렵기만 한지, 이제는 함께할 수 없는 인연과 슬픔도 후회도 없이 작별할 수 있는지, 실패한 이해와 닿지 못한 진심은 어떻게 의미 없이 사라지지 않고 희미하게나마 빛나는 기억으로 남게 되는지 한층 깊어진 응시와 서정으로 풀어냈다. 

부모의 재혼으로 잠시 형제로 지냈지만 마음을 나누지 못하고 영영 남이 되어버린 기하와 재하.",1,국내도서-소설/시/희곡
17,9791191714425,125448039,가시고기,"15,300원",850원,조창인 저,산지,"아들을 살릴 수만 있다면 
내 몸을 내어주어도 좋은 가시고기아빠의 사랑

아버지의 사랑은 어떤 모습일까? 어머니의 사랑은 수없이 그려져 왔고, 공감을 불러오기에 의문이 없다. 그러나 아버지의 사랑이 어떤 모습일지 표현하기는 어렵다. 이 책은 아버지의 사랑을 가늠하게 해준다. 속내를 드러내지 않지만, 깊은 곳에 감춰진 숭고한 자기희생의 사랑. 그래서 더 슬프고 아름다운 아버지의 사랑이다. 

알을 낳고 떠나는 엄마가시고기를 대신해 새끼를 돌보고, 결국은 자신의 몸까지 내어주는 아빠가시고기. 주인공 정호연은 그런 가시고기 아빠다. 삶의 전부인 아들은 백혈병에 걸렸다. 게다가 골수이식이 아니면 더 이상 희망이 없다. 아들을 위한 최선은 무엇일까. 아들을 살릴 수만 있다면 내 몸은 뜯어 먹혀도 좋은 가시고기 아빠의 숭고한 사랑이 책 속에 담겨있다.",1,국내도서-소설/시/희곡
18,9788956609959,27643793,종의 기원,"15,120원",840원,정유정 저,은행나무,"3년, 모두가 손꼽아 기다려온 소설 
악惡은 어떻게 존재하고 점화되는가
심연에서 건져 올린 인간 본성의 ‘어두운 숲’

작가 정유정이 돌아왔다! 

펴내는 작품마다 압도적인 서사와 폭발적인 이야기의 힘으로 많은 독자들의 뜨거운 사랑을 받아온 정유정이 전작 《28》 이후 3년 만에 장편소설 《종의 기원》으로 독자들을 찾았다. 새로운 작품을 내놓을 때마다 다음 작품을 기다리게 하는 작가이기에 3년 만에 만나는 그의 신작을 향한 독자들의 기대는 그 시간만큼이나 높게 쌓였을 것이다. 

",1,국내도서-소설/시/희곡
19,9791198363510,119697570,아몬드,"15,120원",840원,손원평 저,다즐링,"* 전 세계 30개국 출간
* 국내 100만 부 판매 베스트셀러 
* 아시아권 최초, 일본 서점대상 1위 수상
* 美 아마존 베스트북 선정
* 특별부록, 단편 외전 수록

인간을 구성하는 두 가지 위대한 키워드, ‘감정’ 그리고 ‘사랑’ 
감정을 느끼지 못하는 독특한 소년의 특별하고 사랑스러운 성장 이야기

청소년, 부모, 성인 독자를 아우르는 
100만 부 베스트셀러, 올타임 스테디셀러 『아몬드』의 귀환!

2017년 처음 출간된 이래 국내 종이책 기준 100만 부 판매를 기록한 베스트셀러이자 스테디 셀러 『아몬드』가 절판기간을 거쳐 재출간된다. 강렬하고 새로운 2종의 표지로 청소년과 성인 독자에게 새롭게 다가가며, 단편 외전이 함께 수록돼 상상력과 읽는 재미를 배가시킨다. 

『아몬드』는 ‘감정을 느끼지 못하는 소년’ 윤재가 세상에 걸음을 내딛는 이야기로, 청소년부터 성인에 이르기까지 전연령대 독자의 꾸준한 사랑을 받아왔다.",1,국내도서-소설/시/희곡
20,9788954616515,5926713,희랍어 시간,"11,700원",650원,한강 저,문학동네,"말語을 잃어가는 한 여자의 침묵과
눈眼을 잃어가는 한 남자의 빛이 만나는 찰나의 이야기

어떤 원인도 전조도 없이, 여자는 말語을 잃는다. 그것이 처음 왔던 것은 열일곱 살 겨울. 말을 잃고 살던 그녀의 입술을 다시 달싹이게 한 건 낯선 외국어였던 한 개의 불어 단어였다. 시간은 다시 흘렀다. 이혼을 하고, 아홉 살 난 아이의 양육권도 빼앗기고, 다시 그렇게 말을 잃어버린 후, 일상의 모든 것들을 다 놓을 수밖에 없었던 여자가 선택한 것은 이미 저물어 죽은 언어가 된 희랍어.",1,국내도서-소설/시/희곡
21,9788954681179,102687133,밝은 밤,"15,300원",850원,최은영 저,문학동네,"백 년의 시간을 감싸안으며 이어지는 사랑과 숨의 기록 
『쇼코의 미소』 『내게 무해한 사람』 최은영 첫 장편소설

공감을 불러일으키는 이야기와 서정적이며 사려 깊은 문장, 그리고 그 안에 자리한 뜨거운 문제의식으로 등단 이후 줄곧 폭넓은 독자의 지지와 문학적 조명을 두루 받고 있는 작가 최은영의 첫 장편소설. ‘문화계 프로가 뽑은 차세대 주목할 작가’(동아일보) ‘2016, 2018 소설가들이 뽑은 올해의 소설’(교보문고 주관) ‘독자들이 뽑은 한국문학의 미래가 될 젊은 작가’(예스24) 등 차세대 한국소설을 이끌 작가를 논할 때면 분야를 막론하고 많은 사람들의 머릿속에 가장 선명히 떠오르며 활발한 작품활동을 이어가던 최은영 작가는 2019년, 예정돼 있던 소설 작업을 중단한 채 한차례 숨을 고르며 멈춰 선다.",1,국내도서-소설/시/희곡
22,9791197671708,110832417,사서함 110호의 우편물,"15,300원",850원,이도우 저,수박설탕,"2004년 첫 출간 이후 누적 110쇄를 돌파하고, 여러 나라에서 번역 출간되며 수많은 독자들의 사랑을 받아온 롱 스테디셀러 『사서함 110호의 우편물』. 누군가에겐 추억으로, 누군가에겐 현재진행형으로, 오랫동안 곁을 지켜온 이 이야기가 작가의 공들인 수정 작업을 거쳐 전면개정판으로 재출간되었다.

라디오 작가 공진솔은 평소 ‘연연하지 말자’가 인생 모토. 마음이 심란할 때 연필 몇 자루를 깎는 소소한 취미를 가졌고 세상과 사랑에 큰 기대없이 살아가려고 애쓰지만, 개편을 맞아 새로운 피디 이건과 프로그램을 함께하면서 인생 목표에 차질이 생기기 시작한다. 그저 자신의 삶을 꾸리며 평온하게 살고 싶을 뿐이었는데. 그런 진솔의 울타리를 매번 부드럽게 노크하며 문밖으로 불러내는 듯한 건을 마냥 외면할 수가 없다. 

30대 초중반, 적당히 쓸쓸하고 마음 한 자락 조용히 접어버린 이들이, 그럼에도 ‘다시 한번 사랑해보기로 하는’ 따스한 이야기.",1,국내도서-소설/시/희곡
23,9788936438838,112253263,아버지의 해방일지,"15,300원",850원,정지아 저,창비,"새삼스럽게 경탄스럽다!
압도적인 몰입감, 가슴 먹먹한 감동
정지아의 손끝에서 펼쳐지는 시대의 온기

미스터리 같은 한 남자가 헤쳐온 역사의 격랑
그 안에서 발견하는 끝끝내 강인한 우리의 인생

김유정문학상 심훈문학대상 이효석문학상 등을 수상하며 문학성을 두루 입증받은 ‘리얼리스트’ 정지아가 무려 32년 만에 장편소설을 발표했다. 써내는 작품마다 삶의 현존을 정확하게 묘사하며 독자와 평단의 찬사를 받아온 작가는 이번에 역사의 상흔과 가족의 사랑을 엮어낸 대작을 선보임으로써 선 굵은 서사에 목마른 독자들에게 한모금 청량음료 같은 해갈을 선사한다. 탁월한 언어적 세공으로 “한국소설의 새로운 화법을 제시”(문학평론가 정홍수)하기를 거듭해온 정지아는 한 시대를 풍미한 『빨치산의 딸』(1990) 이래로 다시 초심으로 돌아가 아버지 이야기를 다룬다.",1,국내도서-소설/시/희곡
24,9791161571379,111088149,불편한 편의점 2,"15,120원",840원,김호연 저,나무옆의자,"재방문을 환영합니다 
여기는 청파동 ALWAYS편의점입니다

출간 후 1년이 넘도록 독자의 사랑을 받으며 베스트셀러 상위권을 지키고 있는 소설, 김호연 작가의 『불편한 편의점』이 그 두 번째 이야기로 다시 찾아왔다. 청파동 골목의 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶을 따뜻하고 유쾌하게 그린 『불편한 편의점』은 2022년 상반기 예스24, 교보문고, 영풍문고에서 집계한 종합 베스트셀러 1위와 70만 부 판매라는 대기록을 세웠다. 2021년 예스24 ‘올해의 책’에 선정되었고, 2022년에는 전국 25개 지자체에서 시민들이 참여해 뽑은 ‘올해의 책’으로 잇따라 선정되는 등 소설에 대한 관심과 열기는 지금 이 순간에도 계속되고 있다.
서울역 노숙인이 편의점의 야간 알바로 일하면서 시작되는 1편의 이야기는 예측불허의 웃음과 따스한 온기로 잔잔한 감동을 선사했다.",2,국내도서-소설/시/희곡
25,9788998441081,90977017,희망,"17,820원",990원,양귀자 저,쓰다,"『희망』은 1986년 연작소설 『원미동 사람들』로 80년대 한국 사회의 척박한 시대 지형을 놀랍도록 세밀하게 그려내 주목을 받았던 작가가 처음으로 펴낸 장편소설이다. 90년 초판의 제목은 『잘가라 밤이여』였으나 다음 해 『희망』으로 제목을 바꾸어 재출간했다. “잘가라 밤이여”의 은유에서 벗어나 명료하게 “희망”으로 가고 싶다는 작가의 뜻을 반영했다. 이 소설은 특히 작가 고유의 연민과 따스한 시선이, 그리고 양귀자 특유의 활달하고 서슴없는 문체가 휘몰아치는 시대의 거칠고 황량한 삽화들을 어떻게 이야기로 보듬어 완성하는지를 여실히 보여주고 있어 양귀자의 문학을 이해하는데 중요한 지표가 된다.",1,국내도서-소설/시/희곡
26,9791191824001,103026125,지구 끝의 온실,"16,650원",920원,김초엽 저,자이언트북스,"김초엽 첫 장편소설 20만 부 판매 돌파!

소설집 『우리가 빛의 속도로 갈 수 없다면』을 통해 중국 SF 문학상인 은하상 최우수 작가상을 수상하며 전세계 독자의 열렬한 사랑을 받고 있음을 증명한 김초엽 작가는 첫 장편소설 『지구 끝의 온실』을 통해 더스트로 멸망한 이후의 세계를 보여주었다. 2021년 8월 출간되어 독자를 만나 출간 즉시 베스트셀러로 자리매김했으며, 출간 1년 만에 15만 부가 판매되었고, 출간 3주년을 앞두고 20만 부 판매를 돌파했다. 이외에도 스튜디오드래곤과 영상화 계약을 맺었으며, 일본, 대만 중국, 러시아, 인도네시아, 프랑스 총 6개국과 출간 계약을 체결했다. 일본, 대만, 중국은 각국의 언어로 독자를 만났으며, 이외의 국가에서도 출간될 예정이다.",1,국내도서-소설/시/희곡
27,9791141601713,143896198,흰,"13,050원",720원,한강 저,문학동네,"“고독과 고요, 그리고 용기.
이 책이 나에게 숨처럼 불어넣어준 것은 그것들이었다.”

한국 최초 노벨문학상 수상
한강 작가의 자전적 소설

2024년 10월, “역사적 트라우마를 정면으로 마주하고 인간 삶의 연약함을 드러내는 강렬하고 시적인 산문”이라는 선정 이유와 함께 한국 최초 노벨문학상 수상 작가로 호명된 한강. 아시아 여성으로서는 최초 수상이며 역대 열여덟번째 여성 작가의 노벨문학상 수상이라는 점 또한 새로운 의미가 되었습니다. 

수상 당시 노벨위원회와의 인터뷰에서 한강 작가는 “『흰』은 자전적인 요소가 많이 들어간 매우 개인적인 책으로 추천합니다”라고 밝힌 바 있지요. 태어난 지 두 시간 만에 세상을 떠난, 얼굴도 모르는 자신의 언니와 첫 딸을 홀로 낳고 잃은 젊었던 어머니에 대한 기억이 작가에게 있었습니다. “솜사탕처럼 깨끗하기만 한 ‘하얀’과 달리 ‘흰’에는 삶과 죽음이 소슬하게 함께 배어 있다. 내가 쓰고 싶은 것은 ‘흰’ 책이었다.",1,국내도서-소설/시/희곡
28,9788982819278,1441810,고래,"13,500원",750원,천명관 저,문학동네,"은희경, 전경린 등 '대형 신인'의 산실로 자리매김한 문학동네소설상 수상작. '이 모든 이야기가 한 편의 복수극'이라는 작가의 말대로, 한을 품고 죽은 박색 노파의 저주로 끝내 파국에 이르는 두 모녀의 일대기를 그리고 있다. 산골 소녀에서 기업가로 성공하는 금복과 그녀의 딸 춘희의 죽음에 이르기까지, 갖가지 이야기가 꼬리에 꼬리를 물고 이어진다.",1,국내도서-소설/시/희곡
