순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
11,9791190174756,89913383,"칵테일, 러브, 좀비","11,700원",650원,조예은 저,안전가옥,"안전가옥 쇼-트 시리즈의 두 번째 책으로, 조예은 작가의 단편집이다. 안전가옥 오리지널 시리즈의 첫 책 『뉴서울파크 젤리장수 대학살』에서 탄탄한 구성의 호러 스릴러를 선보였던 작가의 연출력은 단편집에서 더욱 다양한 색채로 빛을 발한다. 미묘하지만 분명한 폭력을 감내해 왔던 여성 빌런의 탄생을 그린 「초대」, 물귀신과 숲귀신 사이의 사랑스러운 이끌림을 담은 「습지의 사랑」, 블랙 유머를 통해 가부장제의 이면을 들여다보는 오컬트 좀비물 「칵테일, 러브, 좀비」, 제2회 황금가지 타임리프 공모전에서 우수상을 차지한 「오버랩 나이프, 나이프」 등 네 작품을 수록하였다.",1,국내도서-소설/시/희곡
12,9791194591368,143303044,초판본 이상 선집,"2,690원",140원,이상 저,더스토리,"한국 초현실주의 문학의 선구자, 시인 이상 
등단 90주년 기념 작품집 전격 출간!
시대를 앞서나간 천재 시인의 단 하나의 작품집

실험적인 시어와 독특한 문법으로 자의식 문학을 선도한 이상의 작품집, 《이상 선집》

“상은 한 번도 잉크로 시를 쓴 일이 없다. 
그는 스스로 제 혈관을 짜서 시대의 혈서를 쓴 것이다. 
상을 잃고 나는 오늘 시간이 갑자기 반세기 뒤로 물러선 것을 느낀다.“ - 김기림, 〈고(故) 이상의 추억〉

이상은 ‘한국 문학의 최초 실험적 모더니스트’로 우리나라 최초로 ‘자의식 문학’을 선도했다. 그는 다수의 작품을 발표했지만 생전에 단 한 권의 책도 출간하지 않았다. 이상의 죽음을 시로 슬퍼하기도 했던 김기림은 1949년에 이상의 작품들을 한자리에 모아 단 하나의 작품집 《이상 선집》을 직접 간행했다.

이번 더스토리에서 출간한 초판본 《이상 선집》은 1949년 백양당의 초판본 오리지널 표지디자인을 그대로 차용하여 제작했다.",1,국내도서-소설/시/희곡
13,9791168127203,120182662,환생꽃,"11,700원",650원,정이담 저,위즈덤하우스,"혐오와 차별을 거부하고 새로운 영역을 개척하는 존재들의 아주 특별한 장례식

다양한 욕망을 가진 여성들의 강렬한 내면을 비추는 소설을 써온 정이담 작가의 신작 『환생꽃』이 위즈덤하우스의 단편소설 시리즈 위픽으로 출간되었다. 『괴물장미』 『순백의 비명』 등의 작품을 통해 약자의 방향으로 스포트라이트를 켜두었던 정이담 작가가 이번에는 ‘경계를 넘나드는’ 존재들을 화려한 인도 신의 모습으로 그려냈다. 콜카타를 지나 바라나시의 화장터까지 연인의 유골을 운반하는 차이. 그 길 위에서 차이는 남성도 여성도 아닌 제3의 성별 ‘히즈라’를 만난다. 히즈라들 또한 자신만의 방식으로 공동체의 지도자인 ‘구루’의 장례를 치르고 있었는데……. 신을 만나 영원히 해탈하는 영광을 얻는다는 바라나시의 강가에서, “인지적 편의를 위한 라벨들을 거부한”(5쪽) 존재들이 가지각색 꽃의 모습으로 되살아난다.",1,국내도서-소설/시/희곡
14,9788932044057,147561002,소설 보다 : 여름 2025,"4,950원",270원,"김지연,이서아,함윤이 저",문학과지성사,"새로운 세대가 그려내는 여름의 소설적 풍경

독자에게 늘 기대 이상의 가치를 전하는 특별 기획, 『소설 보다: 여름 2025』이 출간되었다. 「소설 보다」는 문학과지성사가 분기마다 ‘이 계절의 소설’을 선정, 홈페이지에 그 결과를 공개하고 이를 계절마다 엮어 출간하는 단행본 프로젝트로 2018년에 시작되었다. 선정된 작품은 문지문학상 후보로 삼는다.

「소설 보다」 시리즈는 젊은 작가들의 소설은 물론 선정위원이 직접 참여한 작가와의 인터뷰를 수록하여 8년째 독자들의 큰 호응을 얻고 있다. 앞으로도 계절마다 간행되는 「소설 보다」는 주목받는 젊은 작가와 독자를 가장 신속하고 긴밀하게 연결하는 가교 역할을 충실히 해낼 것이다.

『소설 보다: 여름 2025』에는 2025년 여름 ‘이 계절의 소설’ 선정작인 김지연의 「무덤을 보살피다」, 이서아의 「방랑, 파도」, 함윤이의 「우리의 적들이 산을 오를 때」 총 세 편과 작가 인터뷰가 실렸다.",1,국내도서-소설/시/희곡
15,9788937461491,2661477,무진기행,"9,900원",550원,김승옥 저,민음사,한국 문학의 새로운 가능성을 열어 준 첫 한글세대 소설가 김승옥은 근대인의 일상과 탈일상을 감각적으로 표현해 내면서 1960년대 문학에 '감수성의 혁명'을 일으켰다고 평가받고 있다. 그의 대표 단편 10편을 모아 민음사 세계문학전집 149번으로 『무진기행』이 출간되었다.'서울’과 ‘무진’이라는 두 공간 사이에서 그리고 현실과 이상 사이에서 갈등하는 주인공의 내면을 섬세하게 표현해 냄으로써 한국 문학사상 최고의 단편소설로 평가 받고 있는 「무진기행」외에도 9편의 단편 소설이 실려 있다.,1,국내도서-소설/시/희곡
16,9788954697941,126348549,두 사람의 인터내셔널,"15,120원",840원,김기태 저,문학동네,"“김기태의 소설은 완전한 기쁨을 주었다.

그는 응원의 태도를 발명하고 있다.”_임솔아(소설가)



바로 지금, 한국문학의 가장 뜨거운 신인

2024 젊은작가상 수상 작가 김기태 첫 소설집



2020년대의 한국문학을 밝힌 신성新星으로 김기태를 논하지 않을 수 있을까. 2022년 동아일보 신춘문예에서 “근래 보기 드문 강력하고 단단한 작품” “처음부터 끝까지 단숨에 읽히게 만드는 흡인력이 돋보인다”는 평을 받으며 데뷔한 김기태는 “범상치 않은 작가의 출현을 예고”한다는 당시 심사평 그대로 2년 동안 한국 문학계를 종횡무진 누볐다.",1,국내도서-소설/시/희곡
17,9791168340947,118399675,저주토끼,"15,120원",840원,정보라 저,래빗홀,"2022년 부커상 인터내셔널 최종 후보 선정작
정보라 소설집 『저주토끼』 전면 개정판 출간

표제작 〈저주토끼〉의 최초 창작 버전 복원
문장과 표현 등 작품 전반에 걸쳐 수정 보완 작업

2022년 한국 소설장에서 최고의 화제작 중 하나였던 소설가 정보라의 호러/SF/판타지 소설집 『저주토끼』가 래빗홀에서 전면 개정판을 선보인다. ‘만두 파동 사건’에서 영감을 받아 쓰인 표제작 〈저주토끼〉는 날카로운 분노를 생생하게 살리고 어디에도 기댈 곳 없는 사람들의 맥락이 선명히 드러나기를 바라는 작가의 뜻을 충실히 반영하여 결말 부분 일부를 최초 창작 버전으로 복원하였다. 또한 수록작 전반에 걸쳐 외국어 표기, 인물 간 대사와 말투, 그리고 일부 혼재되었던 명칭이나 부정확한 표현 등을 수정 보완했다.

정보라의 소설은 ‘예쁘지 않다’. 수록작 10편은 각각 거친, 미친, 기기괴괴한 면면을 가지고 있다.",1,국내도서-소설/시/희곡
18,9791160408331,111704883,트로피컬 나이트,"13,500원",750원,조예은 저,한겨레출판,"『칵테일, 러브, 좀비』 『스노볼 드라이브』
한국 문학의 보석, 조예은 신작 소설

“널 등쳐먹어서 미안해. 
넌 대부분 한심하고 가끔 사랑스럽지만 잘 살 거야.”

『트로피컬 나이트』는 누군가에게 힘이 되는 이야기다. 수록작 〈고기와 석류〉를 예로 들면, 이렇다. 남편이 죽고 아들도 떠나 혼자 남은 노인이 있다. 노인은 어린아이의 얼굴을 한 괴물을 우연히 만나고, 괴물을 집 안에 들이고야 만다. 노인은 괴물에게 잡아먹히게 될까? 아니다. 조예은의 이야기는 전혀 다르게 흘러간다. 그의 소설은 힘든 삶을 힘들다고 말하는 데서 끝나지 않는다. 공포를 보여주지만 공포가 우리의 삶을 갉아먹도록 내버려두지 않는다. 어쨌든 삶은 계속되니까. 소설이 끝난 뒤에도 이야기는 이어지니까. 이야기가 계속되는 한 조예은의 인물들은 끝까지 살아내고 버틴다. 삶이 계속되는 한 조예은의 이야기는 반드시 밝은 방향으로 나아간다. 신작 소설 『트로피컬 나이트』 또한 그렇다.",1,국내도서-소설/시/희곡
19,9788937428234,137106859,비눗방울 퐁,"13,500원",750원,이유리 저,민음사,"“아무런 흔적도 남아 있지 않았다.
그야말로 경쾌하게도, 퐁.”

사랑과 미움이 뒤엉키고
예쁜 기억과 아픈 실제가 뒤섞일 때
이유리가 전하는 명랑한 이별법
마침내 다시 시작하는 사랑

소설집 『브로콜리 펀치』, 『모든 것들의 세계』, 연작소설 『좋은 곳에서 만나요』 등을 통해 현실을 돌파하는 능청스럽고 사랑스러운 상상력을 선보여 온 소설가 이유리의 신작 소설집 『비눗방울 퐁』이 출간되었다. 2020년 《경향신문》 신춘문예에 단편소설 「빨간 열매」가 당선되며 작품 활동을 시작한 이유리는 특유의 기발한 상상력과 위트 있는 문장으로 독자들에게 꾸준한 사랑을 받아 왔다. 이유리가 펼치는 환상적인 이야기의 매력은 현실에 단단히 발붙인 채 어떠한 낭만도 거부하며 새로운 가능성을 찾아간다는 데에 있다. 『비눗방울 퐁』에서 이유리가 반복적으로 그리는 현실은 이별이다. 누구도 이별을 피할 수 없다. 사랑하는 사람은 언제든 떠날 수 있고, 모두가 죽음을 맞는다.",1,국내도서-소설/시/희곡
20,9791168127128,118958479,만조를 기다리며,"11,700원",650원,조예은 저,위즈덤하우스,"미신과 기도에 의지해서라도 재회하고 싶은 소망, 그 강렬하고 날카로운 그리움

『칵테일, 러브, 좀비』부터 『트로피컬 나이트』까지 섬뜩하고 경쾌한 호러 스릴러에 해피 엔딩 한 스푼을 곁들인 ‘조예은 월드’로 독자들을 초대해온 작가, 조예은의 신작 소설이 위즈덤하우스의 단편소설 시리즈 위픽으로 출간되었다. 『만조를 기다리며』는 주인공 정해가 소꿉친구 우영이 만조의 바다에 몸을 던져 자살했다는 소식을 받으며 시작된다. 산에 묻히고 싶다고 입버릇처럼 말해온 우영이 바다에 몸을 던졌다는 것을 도무지 믿을 수 없었던 정해는 우영의 자취를 쫓아 영산교 한복판으로 뛰어든다. 썰물에 갯벌이 드러나듯, 만조의 검은 바다가 감추고 있던 영산교와 우영의 진짜 비밀이 서서히 모습을 드러낸다.",1,국내도서-소설/시/희곡
21,9788932023151,7328528,비행운,"13,500원",750원,김애란 저,문학과지성사,"『달려라 아비』『두근두근 내인생』으로 한국 문단에 신선한 충격을 던진 김애란의 신작 소설집. 「너의 여름은 어떠니」, 「벌레들」, 「물속 골리앗」, 「그곳에 밤 여기에 노래」등 8편의 단편집이 수록되어 있다.",1,국내도서-소설/시/희곡
22,9791168127500,125085021,오로라,"11,700원",650원,최진영 저,위즈덤하우스,"“믿음 없는 사랑은 가능한가. 사랑 없는 믿음은 어떤 모습인가.

그게…… 완전히 없을 수가 있는가.”

제주의 겨울바람을 타고 떠다니는 최진영의 믿음과 사랑에 대한 단상들



《구의 증명》 《단 한 사람》 《해가 지는 곳으로》 등을 쓰고 2023년 〈홈 스위트 홈〉으로 이상문학상을 수상하며 사랑의 다채로운 면면을 재발견해온 최진영의 신작 소설 《오로라》가 위즈덤하우스의 단편소설 시리즈 위픽으로 출간되었다. 2022년 제주 생활을 시작한 작가가 “조커 카드로 아껴두겠다고 다짐했었”던 제주도를 처음으로 배경 삼은 작품이기도 하다.



제주는 아는 사람이 아무도 없는 곳, 자유를 느낄 수 있는 곳, 스스로를 죄는 규칙에서 벗어날 수 있는 곳이다. 죄책감 대신 자유, 진실 대신 거짓을 택하고 ‘오로라’로 다시 태어나기를 다짐한 ‘너’를 비웃듯 발코니에서 죽은 새가 발견된다. 봄이 오면 녹아 사라질 걸 알면서도 눈사람을 만드는 마음으로 한 사람의 손을 잡는다.",1,국내도서-소설/시/희곡
23,9791171717279,141193498,계화의 여름,"11,700원",650원,배명은 저,위즈덤하우스,"“돌아오고는 있는지, 금방이라면 얼마나 금방인지.”
천 년 이무기와 인간의 풋내 물씬한 한여름 빛깔 첫사랑

장편소설 《수상한 한의원》으로 입체적인 스토리텔링의 정수를 보여준 배명은 작가의 《계화의 여름》이 위즈덤하우스의 단편소설 시리즈 위픽으로 출간되었다. 용이 되지 못한 천 년 이무기 ‘여름’과 소녀 ‘계화’의 풋풋하고 애절한 첫사랑을 1970년대의 한여름 정경 속에 녹여냈다. 하필 그날은 이무기가 드디어 용이 되는, 천 년 만에 찾아온 길일이었다. 절벽 위의 계화와 하늘로 오르던 이무기의 눈이 마주치고, 승천하는 모습을 인간에게 보여선 안 된다는 금기를 깬 이무기는 벼락에 찢겨 땅으로 떨어진다. 하찮은 구렁이가 된 이무기는 독니를 갈며 그 콩만 한 것에게 복수할 날을 꿈꾼다. 아무것도 모르는 계화는 아파 보이는 이무기에게 산딸기를 가져다주고 멋대로 ‘여름’이라는 이름까지 붙인다. 이무기는 어느덧 그 주변을 맴돌며 계화를 기다리고, 기다린다.",1,국내도서-소설/시/희곡
24,9788960902572,24529315,웬만해선 아무렇지 않다,"11,250원",620원,이기호 저/박선경 그림,마음산책,"재기 넘치는 문체, 매력적인 캐릭터, 시대를 포착하는 날렵한 서사
웃음과 눈물의 절묘한 만남, 작가 이기호의 짧은 소설 40편 

“2000년대 문학이 선사하는 여러 유쾌함들 중에서도 가장 ‘개념 있는’ 유쾌함 중의 하나(문학평론가 신형철)” 
“웃고 싶은가, 울고 싶은가, 그럼 ‘이기호’를 읽으면 된다(소설가 박범신)” 
“이기호의 소설에는 심장 박동 소리가 난다(시인 함민복)”

그럴싸한 포장 없이 능란한 거짓말 없이 우직하게도 이야기꾼의 행보를 이어왔다. 등단 15년이 넘었음에도 어떠한 피로감 없이 소모 없이 새로운 감각의 독보적 이야기꾼이라는 신뢰가 여전하다. 2000년대 등장한 이래 희비극적이라 할 그만의 월드를 축조했던 작가 이기호. 그의 특별한 짧은 소설을 한 권에 담았다.",1,국내도서-소설/시/희곡
25,9788954695053,120761010,아주 희미한 빛으로도,"15,120원",840원,최은영 저,문학동네,"더 진실하기를, 더 치열하기를, 더 용기 있기를
『내게 무해한 사람』 이후 5년, 
고요하게 휘몰아치는 최은영의 세계

소설가 권여선, 서평가 정희진 추천
2020 젊은작가상 수상작 「아주 희미한 빛으로도」 수록

‘함께 성장해나가는 우리 세대의 소설가’를 갖는 드문 경험을 선사하며 동료 작가와 평론가, 독자 모두에게 특별한 이름으로 자리매김한 최은영의 세번째 소설집 『아주 희미한 빛으로도』가 출간되었다.",1,국내도서-소설/시/희곡
26,9788936438029,79180933,"달려라, 아비","13,500원",750원,김애란 저,창비,"스물다섯의 나이로 등단해 각종 상을 최연소로 휩쓸고, 문단은 물론 두터운 독자층의 사랑을 듬뿍 받아온 김애란의 첫 소설집 『달려라, 아비』가 새롭게 단장한 모습으로 돌아왔다. 김애란은 첫 단행본을 내기도 전에 한국일보문학상을 수상하며 큰 주목을 받았으며, 이후 이상문학상, 동인문학상, 이효석문학상, 오늘의 젊은 예술가상, 신동엽문학상, 김유정문학상, 젊은작가상, 한무숙문학상 등을 받으며 명실상부 최고의 소설가 반열에 올랐다. 독자들의 큰 사랑을 받은 장편소설 『두근두근 내 인생』은 영화로 만들어지기도 했다. 김애란의 ‘처음’이 담긴, 풋풋하면서도 오늘의 김애란을 있게 한 이 반짝이는 소설집에는 표제작인 「달려라, 아비」를 비롯, 아버지의 부재와 가난 등으로 상처 입은 주인공이 원한이나 자기연민에 빠지지 않고 자기긍정의 가치를 만들어가는 과정을 그린 아홉편의 단편이 실렸다. 일상을 꿰뚫는 민첩성, 기발한 상상력, 탄력있는 문체로 유쾌하면서도 따뜻한 김애란만의 작품세계를 선보인다.",1,국내도서-소설/시/희곡
27,9788932043500,142999143,봄밤의 모든 것,"15,300원",850원,백수린 저,문학과지성사,"“아직 어렸던 우리를 향해 희망을 속삭이는 듯했던 그 햇빛”

얼어붙은 줄 알았던 시간 속으로 날아든 작은 기적
부드러운 흰빛으로 가득 찬 백수린의 새로운 계절

한국일보문학상, 현대문학상, 문지문학상 수상 작가 백수린의 네번째 소설집

섬세하고 사려 깊은 시선, 우아하고 단정한 문장으로 고유의 아름다운 세계를 펼쳐 보이며 한국문학을 대표하는 작가로 자리매김한 백수린의 네번째 소설집 『봄밤의 모든 것』이 문학과지성사에서 출간되었다. 데뷔 초 김윤식 문학평론가로부터 “물건 되겠다”는 평을 들은 바 있는 백수린은 이후 발표하는 작품마다 안정적인 호흡으로 “가장 내밀한 내면”을 담아 “가장 보편적인 사건을 만”(김성중 소설가, 제10회 젊은작가상 심사평)들어왔다. 이러한 독자적인 스타일은 문단과 독자들의 지지를 한몸에 받았고 한국일보문학상, 현대문학상, 문지문학상, 이해조소설문학상 등의 수상으로 이어졌다.",1,국내도서-소설/시/희곡
28,9791171717330,143786442,우리가 열 번을 나고 죽을 때,"11,700원",650원,성해나 저,위즈덤하우스,"우리가 잠깐 손님으로 왔다 가는 풍경에 영원히 머무는,
열 번을 나고 죽는 동안에도 이어지는 것들에 대해서

소설집 《빛을 걷으면 빛》, 장편소설 《두고 온 여름》 등을 발표하며 한국문학의 가장 새롭고 신선한 빛으로 떠오른 성해나 작가의 《우리가 열 번을 나고 죽을 때》가 위즈덤하우스의 단편소설 시리즈 위픽으로 출간되었다. 한 걸음 한 걸음을 의심하며 내딛는 ‘숙제’ 재서와 한마디를 해도 비범해 보이는 ‘이본’, 달라도 너무 다른 두 사람은 문 교수의 과제를 하러 경주로 떠난다. 경주에서 그들을 기다리고 있던 건 지어진 지 이백 년 된 낡은 고택이었다. 집을 고쳐서 다시 쓰기를 원하는 의뢰인 권정연 씨의 의사와는 달리 두 사람의 의견은 “기둥이랑 보는 무너트리고 주요 구조부를 철근으로 재시공”하는 것, ‘재건’으로 기운다.",1,국내도서-소설/시/희곡
