순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
11,9791195651474,30545743,아우구스투스,"15,120원",840원,존 윌리엄스 저/조영학 역 ,구픽,"출간 50년 후 뒤늦게 주목받으며 전 세계를 열광시킨 
『스토너』의 작가 존 윌리엄스의 전미도서 상 수상작

아우구스투스 카이사르, 위대한 로마 제국의 첫 번째 황제
가장 잔인하고 가장 화려했던 로마사 격동 속 영웅을 새로운 시각으로 바라본 걸작 역사소설 

스토너』의 작가 존 윌리엄스의 마지막 작품 『아우구스투스』가 출간되었다. 스스로 폐기한 데뷔작을 제외하고 단 세 편의 장편소설만을 발표했던 작가의 생전 가장 주목받았던 작품은 로마의 가장 위대하고 격동적인 시기를 다루었던 세 번째 작품이자 1973년 전미도서 상 수상작이기도 한 『아우구스투스』였다. 소설의 주인공은 전작의 인물들과 꽤 거리감이 느껴지는 역사상 최고의 권력자 ‘아우구스투스’였다. 존 윌리엄스는 100여 년 동안 피 냄새가 끊이지 않았던 로마에 평화를 가져다준 인물, 팍스 로마나의 시기를 연 로마의 첫 번째 황제 아우구스투스의 역동적이고도 파란만장한 생애를 서한체 형식으로 풀어냈다.",1,국내도서-소설/시/희곡
12,9788993607024,3472401,혼불 2,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
13,9788993607093,3472421,혼불 9,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
14,9788993607031,3472402,혼불 3,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
15,9791193282526,182548253,단종애사 (端宗哀史),"15,750원",870원,이광수 저,문헌사,,1,국내도서-소설/시/희곡
16,9788993607109,3472422,혼불 10,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
17,9788925568805,89240896,이문열 삼국지 2,"16,200원",900원,나관중 저/이문열 평역/정문 그림,알에이치코리아(RHK),"이문열 평역 삼국지 30년 만의 개정 신판 출간! 
독보적인 문장으로 읽는 우리 시대의 삼국지 

누적판매 2,000만 부
우리 시대를 대표하는 『이문열 삼국지』가 
현대적인 감각으로 다시 돌아왔다!

젊은 세대를 위해 내용을 손보고, 한자어 독음을 달아 읽기 쉬운 『삼국지』

1988년 출간된 이래 누적판매 2,000만 부라는 대기록을 세운『이문열 삼국지』가 출간 30여 년 만에 새롭게 출간된다. 나관중 판본을 기본으로 하여 우리 시대 대표 작가인 이문열의 글맛으로 살려낸 『이문열 삼국지』는 오랫동안 최고의 고전으로 사랑받아왔다. 무수한 평역본 중 특히 이 책이 한 세대를 넘어서까지 생명력을 가질 수 있었던 것은, 이문열 작가 특유의 날카로운 문장과 흡입력 있는 구성이 돋보였기 때문이다. 방대한 서사와 영웅호걸들의 이야기들을 지루하지 않게, 다음 권을 넘겨보게 만들어 삼국지를 처음 접한 이들도 충분히 재미있게 읽을 수 있었던 것. 더불어 다른 판본에서는 삭제되거나 경시된 ‘시’, ‘평’ ‘표’ 등 중국 문학의 특징을 고스란히 살려낸 서사와 문학적 힘이 발휘된 덕분이기도 하다. 

이번 개정 신판에서는 이런 장점은 유지하면서, 지난 30년간 독자들에게서 받은 질문과 평역자 자신이 계속하여 고민하였던 내용들을 새롭게 손보고, 요즘 세대도 쉽게 읽을 수 있도록 한자어의 독음과 주석을 달았으며, 의미가 명확한 한자어는 병기하지 않음으로써 좀 더 읽기 쉽도록 고쳤다. 작가는 수개월에 걸쳐 한 글자 한 글자를 곱씹으며 문장을 다시 만졌다. 여기에 타이완의 유명 화가인 정문(鄭文) 작가의 그림을 함께 수록하여 보는 즐거움을 배가했다. 독특한 화풍으로 삼국지의 각 인물과 주요 사건을 그려낸 정문의 그림은 삼국지 특유의 서사를 더욱 돋보이도록 만들어준다. ",1,국내도서-소설/시/희곡
18,9788993607055,3472406,혼불 5,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
19,9788993607048,3472404,혼불 4,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
20,9788993607086,3472420,혼불 8,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
21,9788993607079,3472411,혼불 7,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
22,9788993607062,3472407,혼불 6,"10,450원",원,최명희 저,매안출판사,"우리 민족의 근원적인 정서, 원형질에 대한 완벽한 복원!
최명희 대하소설 『혼불』

1930년대 말. 전라도의 한 유서 깊은 문중에서 무너지는 종가(宗家)를 지키며 치열하게 몸을 일으키는 宗婦 3대와, 천하고 남루한 상민들이 겪을 수밖에 없었던 애환에 대한 이야기다. 어두운 역사, 암울한 시절. 외형적으로는 국권을 잃고 일제의 탄압을 극심하게 받았지만 내부적으로는 여전히 조선말의 정신구조와 문화를 지탱하고 있던 이중적 시대상황 속에서, 처참하게 부서지고, 상처받고, 뒤집히고, 고뇌하며, 한없이 몸부림치지만 ?..",1,국내도서-소설/시/희곡
23,9791197063268,101963337,고구려 6,"14,220원",790원,김진명 저,이타북스,"고대사부터 고조선, 고구려까지
몽땅 중국의 역사로 쓸어 담는 동북공정!
그 허구를 깨는 웅혼한 고구려의 역사가 되살아난다

대한민국 역사소설의 새로운 장을 여는 작품이자 이례적인 베스트셀러 작가 김진명 필생의 역작 『고구려』의 개정판과 신작이 동시에 묶여 출간된다. 기존 출시되어있는 여섯 권(1~6권)의 개정판에, 소수림왕 후기를 다룬 신간 7권이 더해져 고구려 최전성기를 관통하는 왕들의 살아 숨 쉬는 일대기를 한 번에 만나볼 수 있다.

1993년 『무궁화꽃이 피었습니다』로 데뷔한 이래, 작가 김진명의 가슴 깊숙한 곳에는 언젠가는 반드시 써내고 말아야 할 한 작품이 도사렸다. 영원의 바람으로 새겨 온 그 필생작은 바로 ‘고구려’였다. 17년의 각고 끝에 첫 선을 보인 소설 『고구려』는 현대와 같이 급변하는 당시 동북아 정세 속에서 가장 뜨거운 시간을 마주했던 다섯 왕(미천왕-고국원왕-소수림왕-고국양왕-광개토대왕)을 다룬다. 

『고구려』는 자칫 고루할 수 있는 역사소설의 틀을 벗어나 속도감 있는 문체, 치밀한 구성, 짜임새 있는 줄거리, 저마다의 개성이 분명한 매력적인 등장인물과 영화처럼 스펙터클하게 묘사되는 전투 장면을 갖춘 중독성 강한 작품이다. 여타의 역사소설과는 달리 『고구려』의 독자 중 여성이 반을 넘는다는 사실은 이 책이 언제 어디서나 펼쳐볼 수 있는 흥미진진한 이야기로 가득 차 있다는 사실을 웅변한다. 
",1,국내도서-소설/시/희곡
24,9788956600086,318863,소설 손자병법 세트,"41,400원","2,300원",정비석 저,은행나무,"출간 후 300만 부가 팔려 나간 인생지침서! 최고의 베스트셀러 작가 정비석 대표 소설! 천하의 명장 손무와 그의 손자 손빈, 제세의 호걸 오자서와 경국지색 서시, 와신상담으로 복수의 칼을 가는 5패 16국의 제왕들. 희대의 영웅, 미녀들이 엮어가는 흥망성쇠와 이합집산의 드라마를 통해 인간사의 철리를 새삼 깨우쳐 주는 감동적인 소설!",1,국내도서-소설/시/희곡
25,9788925564692,64587434,미스터 션샤인 2,"15,120원",840원,김은숙 극본/김수연 소설,알에이치코리아(RHK),"이루어질 수 없는 애달픈 사랑, 한 여인을 둘러싼 세 남자의 간절한 마음, 격변의 개화기에 이름 없이 조국을 지켰던 의병들의 뜨거운 분투로 시청자의 마음을 사로잡은 드라마 [미스터 션샤인]. 이제는 그 이름 자체로 하나의 브랜드가 된 김은숙 작가의 신작답게 매회 시청률을 갱신하며 2018년을 대표하는 드라마로 자리매김했다. 소설 『미스터 션샤인 2』는 일본의 조선 침략이 노골화되는 시점을 배경으로 이야기를 이어간다. 본격적으로 진행되는 의병들의 투쟁과 점점 더 깊어지는 애신과 유진의 마음, 그들을 바라보는 동매와 희성의 절절함까지. 소설은 어지러운 시대를 뜨겁고 외롭게 살아간 주인공들의 마음을 더 입체적으로 드러낸다. 거스를 수 없었던 사랑과 운명을 온몸으로 살아낸 이들이 영상으로 미처 다 전하지 못한 감정을 세세한 문장으로 만날 수 있을 것이다.",1,국내도서-소설/시/희곡
26,9788956251622,5802530,흑산 黑山,"12,420원",690원,김훈 저,학고재,"김훈의 신작 장편소설 『흑산』은 18세기 말과 19세기 초 조선 사회의 전통과 충돌한 정약전, 황사영 등 지식인들의 내면 풍경을 다룬다. 당시 부패한 관료들의 학정과 성리학적 신분 질서의 부당함에 눈떠가는 백성들 사이에서는 ‘해도 진인’이 도래하여 새 세상을 연다는 '정감록' 사상이 유포되고 있었다. 서양 문물과 함께 유입된 천주교는 이러한 조선 후기의 혼란을 극복하고자 한 지식인들의 새로운 대안이었던 셈이다.",1,국내도서-소설/시/희곡
27,9791190991117,101963288,고구려 1부 : 땅을 다지다 세트,"98,100원","5,450원",김진명 저,이타북스,"고대사부터 고조선, 고구려까지
몽땅 중국의 역사로 쓸어 담는 동북공정!
그 허구를 깨는 웅혼한 고구려의 역사가 되살아난다

대한민국 역사소설의 새로운 장을 여는 작품이자 이례적인 베스트셀러 작가 김진명 필생의 역작 『고구려』의 개정판과 신작이 동시에 묶여 출간된다. 기존 출시되어있는 여섯 권(1~6권)의 개정판에, 소수림왕 후기를 다룬 신간 7권이 더해져 고구려 최전성기를 관통하는 왕들의 살아 숨 쉬는 일대기를 한 번에 만나볼 수 있다.

1993년 『무궁화꽃이 피었습니다』로 데뷔한 이래, 작가 김진명의 가슴 깊숙한 곳에는 언젠가는 반드시 써내고 말아야 할 한 작품이 도사렸다. 영원의 바람으로 새겨 온 그 필생작은 바로 ‘고구려’였다. 17년의 각고 끝에 첫 선을 보인 소설 『고구려』는 현대와 같이 급변하는 당시 동북아 정세 속에서 가장 뜨거운 시간을 마주했던 다섯 왕(미천왕-고국원왕-소수림왕-고국양왕-광개토대왕)을 다룬다.",2,국내도서-소설/시/희곡
28,9791171712335,129061765,이름 없는 여자의 여덟 가지 인생,"16,920원",940원,이미리내 저/정해영 역,위즈덤하우스,"★한국인 최초 영국 여성문학상 노미네이트★
★미국 하퍼콜린스 억대 선인세 계약★
★전 세계 10여 개국 출간 확정★

영미권에서 출간되자마자 언론 기사를 통해 국내에 소개되며 화제를 모았던 《8 Lives of a Century-old Trickster》가 《이름 없는 여자의 여덟 가지 인생》으로 번역되어 위즈덤하우스에서 출간되었다. 서울에서 태어나고 자라 20대 초반까지 한국에서 보낸 저자 이미리내는 홍콩에 거주하기 시작하며 한국어가 아닌 영어로 소설을 썼다. 국제공용어인 영어로 소설을 쓰자 “K-문학”의 압도적인 서사에 세계가 주목했다. 이 작품은 미국의 대형 출판사 하퍼콜린스와 파격적인 선인세 계약을 맺으며 영미권 출판 시장에 등장했고, 《워싱턴 포스트》 《뉴욕 타임스》 등 주요 매체에서 극찬을 받았다. 연이어 미국, 영국을 비롯해 홍콩, 이탈리아, 스페인, 루마니아, 덴마크, 그리스, 호주, 스위스 등 전 세계 10여 개국에서 번역 출간이 확정되었다.",1,국내도서-소설/시/희곡
29,9791130606392,22885785,덕혜옹주,"15,120원",840원,권비영 저,다산책방,"“내 가장 큰 죄는 조선왕조의 마지막 핏줄로 태어난 것입니다.”
조국과 일본이 모두 버렸던 망국의 황녀,
덕혜옹주의 비극적 삶을 다룬 최초의 소설!

2009년 겨울, 잉크 냄새가 채 마르지도 않은 『덕혜옹주』를 안고 가슴 벅찼던 일이 엊그제 같은데 벌써 2015년 가을……. 6년 가까운 세월이 훌쩍 지나갔습니다.
그동안 저는 『덕혜옹주』로 인해 참 많은 일들을 경험했습니다. 홀로 걷는 지난한 문학의 길에서 꽃을 보았고 빛을 보았고 노래를 들었습니다. 생각지도 못한 독자들의 뜨거운 반응과 강연 요청에 바쁜 시간을 보내기도 했습니다. 저는 열심히 독자들을 만났습니다. 제가 진정 원했던 것은 그늘진 역사의 한 귀퉁이에서 잊힐 뻔했던 덕혜옹주를 일깨우는 일이었습니다. 하여, 왜곡되고 굴절된 그 시절의 오해로부터 그녀와 그 시대의 아픔을 조금이나마 건져내고 싶었습니다.",1,국내도서-소설/시/희곡
