순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
11,9788937464614,141735776,사랑에 대하여,"13,500원",750원,안톤 체호프 저/이항재 역,민음사,"인간의 사소한 삶 속에 깃든 
무한한 우주를 들여다보는 날카로운 시선 

현대 단편 소설의 새로운 방향을 제시한 
안톤 체호프의 사랑과 우수와 회한의 이야기들

“체호프는 단연코 세계 최고의 단편 소설 작가다.” -레프 톨스토이
“단언하건대, 안톤 체호프는 모든 단편 소설 작가 중에서 가장 위대한 인물이다.” -레이먼드 카버
“체호프는 단편적인 사건들로 하나의 조화를 이뤄 내는 예민한 감각을 가졌으며, 인간관계의 미묘함을 가장 섬세하게 분석해 내는 작가다.” -버지니아 울프

안톤 파블로비치 체호프는 투르게네프, 도스토옙스키, 톨스토이로 이어지는 ‘러시아 장편 소설의 황금시대’를 계승, 극복하며 러시아 문학사에 단편 소설의 새 시대를 열어젖힌 기념비적 작가이자 오 헨리, 모파상과 함께 세계 3대 단편 소설가로 손꼽힌다.",1,국내도서-소설/시/희곡
12,9788937460135,17377,이반 데니소비치 수용소의 하루,"7,200원",400원,알렉산드르 솔제니친 저/이영의 역,민음사,"한 개인의 비극적 운명을 통해 지배권력의 허상을 폭로한 소설
노벨 문학상 수상 작가 솔제니친의 대표작!

작가 솔제니친이 직접 경험했던 노동수용소 생활의 하루 일상을 세련되고 절제된 필치로 묘사한 작품이다. 이 작품은 평범하고 가련한 이반 데니소비치라는 인물을 통해 지배권력에 의해 죄없이 고통당하는 힘없는 약자에 대한 숭고한 애정을 보여 주면서, 그러한 약자들을 대변해 진실을 밝히는 것이 작가의 소명이고 그러한 예술이야말로 예술의 궁극적 목적임을 역설한다.",1,국내도서-소설/시/희곡
13,9788954620437,8297953,롤리타,"15,300원",850원,블라디미르 나보코프 저/김진준 역,문학동네,"언어의 마술사, 나보코프의 최고 걸작을 새로운 번역으로 만난다

세계문학의 최고 걸작이자 언어의 마술사로 불리는 나보코프가 자신의 작품 중 가장 좋아한 『롤리타』는 열두 살 소녀를 향한 중년 남자의 사랑과 욕망을 담고 있다. 열세 살 때 자신이 처음 사랑한 여자친구가 병에 걸려 세상을 떠나자 이십 년 넘게 그 연인을 가슴에 품고 살아가는 험버트 험버트(H.H). 이루어지지 못한 첫사랑의 후유증으로 그는 사춘기 이전이나 사춘기에 접어든 9세에서 14세에 이르는, 그가 님펫이라고 부르는 여자아이들의 매력에 이끌리고, 그들에게 사랑의 욕망을 느끼게 된다. 그러던 어느 여름날, 서른일곱 살의 험버트가 치명적인 매력과 마력을 가진 열두 살 소녀 롤리타를 만나 그녀에게 완전히 매혹당하면서 그들 앞에 잔혹한 운명이 예고된다.

‘롤리타’란 이름의 호명에서 시작된 소설 『롤리타』는 ‘나의 롤리타’를 다시 호명하는 것으로 끝이 난다.",1,국내도서-소설/시/희곡
14,9788937429156,43606923,외투,"7,920원",440원,니콜라이 고골 저/조주관 역,민음사,"“러시아의 모든 작가는 고골의 「외투」로부터 나왔다.”(도스토예프스키)
기상천외한 불세출의 이야기꾼 고골의 진면목을 살필 수 있는 세 가지 이야기

아까끼 아까끼예비치는 미래의 외투에 대한 끝없는 이상을 머릿속에 그려 보며 정신적인 포만감을 얻을 수 있었다. 이때부터 그 자신의 존재가 보다 완전해진 것 같았고, 마치 결혼한 것 같기도 하였으며, 다른 사람과 함께 있는 것 같았다. 그러니까 혼자가 아니라 일생을 함께하기로 결심한 마음에 맞는 유쾌한 반려자를 만난 것 같았다. 그 동반자란 다름 아니라, 두꺼운 솜과 해지지 않는 튼튼한 안감을 댄 외투였다. 그에겐 웬일인지 생기가 돌았고 이제 스스로 목표를 정한 사람처럼 성격이 보다 강인해졌다. 그의 얼굴과 행동에서 보이던 불안과 우유부단함이, 언제나 망설이기만 하던 불확실한 특징이 이제 사라졌다. 때때로 눈에서 불꽃이 보였고, 머릿속으로는 아주 뻔뻔스럽고 대담한 생각까지 하게 되었다.",1,국내도서-소설/시/희곡
15,9788937437892,63018097,전쟁과 평화 세트,"45,900원","2,550원",레프 톨스토이 저/연진희 역,민음사,"러시아를 대표하는 문호 톨스토이의 『전쟁과 평화』가 민음사 세계문학전집으로 출간되었다. 『안나 카레니나』를 통해 젊고 섬세한 감각을 선보이며 러시아 고전의 새로운 독자층을 형성한 연진희가 번역을 맡았다. 이 작품은 1805년부터 1820년까지 약 15년의 시간과 러시아라는 광활한 공간을 배경으로 자연의 섭리와 인간의 역사를 그려 낸 톨스토이의 대표작이다. 총 559명의 등장인물, 큰 전쟁에 얽힌 방대한 서사에 자연스러운 리듬을 부여하는 작법뿐 아니라 피비린내 나는 전장에서 인간들의 운명을 냉엄하게 내려다보는 시선은 『일리아스』에 비견되는 서사시적 웅장함을 느끼게 한다. 지독한 허무주의자 안드레이, 부유하고 방탕한 상속자 피에르, 치명적인 유혹에 빠진 나타샤가 저마다의 시련을 극복하고 자기 안의 ‘우주적 자아’를 발견하는 과정은 각 개인들의 성장기인 동시에 전쟁과 수치를 겪으며 커다란 잠재력을 자각해 나가는 러시아 자체의 성장 소설이기도 하다. ",1,국내도서-소설/시/희곡
16,9788932909158,3639148,죄와 벌 (상),"10,620원",590원,표도르 도스또예프스끼 저/홍대화 역,열린책들,"성스러운 창녀, 고뇌하는 영혼, 모순의 아름다움

러시아의 소설가 도스토예프스키의 대표작인 이 작품은 급박한 상황 속에서 속기사인 안나 그리고리예브나의 도움으로 1866년 1월부터 12월에 걸쳐 '러시아 통보'에 연재된 뒤, 1867년에 약간을 수정을 거쳐 단행본으로 출판되었다. 작가로서 명실공히 도스또예프스끼의 명성을 확고하게 만든 후기 5대 장편 가운데 첫 작품인 「죄와 벌」은 겉으로는 살인 사건을 다루는 탐정 소설의 형식을 취한다.",1,국내도서-소설/시/희곡
17,9788932909165,3639151,죄와 벌 (하),"10,620원",590원,표도르 도스또예프스끼 저/홍대화 역,열린책들,"성스러운 창녀, 고뇌하는 영혼, 모순의 아름다움

러시아의 소설가 도스토예프스키의 대표작인 이 작품은 급박한 상황 속에서 속기사인 안나 그리고리예브나의 도움으로 1866년 1월부터 12월에 걸쳐 '러시아 통보'에 연재된 뒤, 1867년에 약간을 수정을 거쳐 단행본으로 출판되었다. 작가로서 명실공히 도스또예프스끼의 명성을 확고하게 만든 후기 5대 장편 가운데 첫 작품인 「죄와 벌」은 겉으로는 살인 사건을 다루는 탐정 소설의 형식을 취한다.",1,국내도서-소설/시/희곡
18,9788954651035,60530324,카라마조프가의 형제들 세트,"35,100원","1,950원",표도르 도스토옙스키 저/김희숙 역,문학동네,"근대소설의 새 장을 연 도스토옙스키 최후의 걸작 
인간의 정념 이성 신앙을 아우르는 거대한 앎 

소설가로서 궁극적으로 쓰고 싶은 건 ‘종합 소설’이다. 
이를 정의내리기란 어렵지만, 도스토옙스키의 『카라마조프가의 형제들』이 바로 그 예다. _무라카미 하루키

근대소설의 새 장을 연 위대한 작가 표도르 도스토옙스키의 마지막 작품이 된 『카라마조프가의 형제들』은 애초 구상한 두 편의 소설 중 첫번째에 해당하는 완성된 미완의 작품이자, 그가 평생을 숙고해온 종교적·철학적 성찰과 작가적 역량이 집대성된 최후의 걸작으로 꼽힌다. 친부 살해를 다룬 범죄소설의 틀을 빌려 각각 정념, 이성, 신앙을 대변하는 세 형제의 행동과 의식을 통해 자유, 믿음, 사랑, 악, 인류애와 구원의 문제를 그렸다. 문학동네 세계문학전집으로 소개되는 도스토옙스키의 『카라마조프가의 형제들』은 서울대학교 노어노문학과 김희숙 교수가 맡아 심혈을 기울여 번역하고 정연한 해설을 더했다. ",1,국내도서-소설/시/희곡
19,9788937463846,102419946,악령 1,"12,600원",700원,표도르 미하일로비치 도스토옙스키 저/김연경 역,민음사,"20세기 문학과 철학의 지형도를 바꿔 놓은 러시아 문학의 거장 도스토옙스키
종교와 국가의 전복을 꾀하는 ‘악령’을 그려 낸 혁명과 광기의 묵시록
급진주의와 허무주의에 침잠한 젊은이들을 향해 던지는 도스토옙스키의 경고

『죄와 벌』, 『카라마조프가의 형제들』 등의 걸작을 남기며 20세기 지성사의 흐름을 바꿔 놓은 러시아의 대문호 도스토옙스키. 그의 5대 장편 소설 중 하나이자 최고의 정치 소설로 꼽히는 『악령』이 도스토옙스키 탄생 200주년을 맞아 [민음사 세계문학전집]으로 출간되었다. 그가 1869년 모스크바에서 비밀 혁명 조직의 내분으로 일어난 ‘네차예프 사건’에 충격을 받아 집필한 『악령』은 서구의 허무주의와 자유주의에 심취하여 혁명을 일으키고자 하는 당대 젊은이들을 비판하기 위한 정치 소설이다. ‘네차예프 사건’은 스물한 살의 청년 네차예프가 5인조 무정부주의 비밀 결사에 소속되었다가 탈퇴한 이바노프가 밀고할 것을 우려하여 동지들과 함께 이바노프를 살해한 후 호수의 구멍에 유기한 사건이다. 

작품의 제목인 ‘악령’은 성경 구절 중 돼지 떼에 씌인 ‘악령’에서 차용했다. 작품 속 비밀 혁명 모임인 ‘우리 편’은 물론 악행에 휘말리는 러시아 전체가 ‘악령’에 들린 ‘돼지 떼’라고 규정한 것이다. 말년에 극우 보수주의자가 된 도스토옙스키는 당시 러시아에 유행하던 혁명의 움직임을 직접적으로 겨냥해 광기와 폭력, 악으로 점철된 그들의 행동과 사상을 비판하고 있다. 동시에 젊은 시절 허무주의와 사회주의에 심취해 페트라솁스키 모임에 출입하다 사형 선고까지 받은 이력이 있는 사상범인 도스토옙스키 스스로를 향한 통렬한 자기반성의 산물이자 ‘참회록’이기도 하다. 
",1,국내도서-소설/시/희곡
20,9788937463853,102419949,악령 2,"13,500원",750원,표도르 미하일로비치 도스토옙스키 저/김연경 역,민음사,"20세기 문학과 철학의 지형도를 바꿔 놓은 러시아 문학의 거장 도스토옙스키
종교와 국가의 전복을 꾀하는 ‘악령’을 그려 낸 혁명과 광기의 묵시록
급진주의와 허무주의에 침잠한 젊은이들을 향해 던지는 도스토옙스키의 경고

『죄와 벌』, 『카라마조프가의 형제들』 등의 걸작을 남기며 20세기 지성사의 흐름을 바꿔 놓은 러시아의 대문호 도스토옙스키. 그의 5대 장편 소설 중 하나이자 최고의 정치 소설로 꼽히는 『악령』이 도스토옙스키 탄생 200주년을 맞아 [민음사 세계문학전집]으로 출간되었다. 그가 1869년 모스크바에서 비밀 혁명 조직의 내분으로 일어난 ‘네차예프 사건’에 충격을 받아 집필한 『악령』은 서구의 허무주의와 자유주의에 심취하여 혁명을 일으키고자 하는 당대 젊은이들을 비판하기 위한 정치 소설이다. ‘네차예프 사건’은 스물한 살의 청년 네차예프가 5인조 무정부주의 비밀 결사에 소속되었다가 탈퇴한 이바노프가 밀고할 것을 우려하여 동지들과 함께 이바노프를 살해한 후 호수의 구멍에 유기한 사건이다. 

작품의 제목인 ‘악령’은 성경 구절 중 돼지 떼에 씌인 ‘악령’에서 차용했다. 작품 속 비밀 혁명 모임인 ‘우리 편’은 물론 악행에 휘말리는 러시아 전체가 ‘악령’에 들린 ‘돼지 떼’라고 규정한 것이다. 말년에 극우 보수주의자가 된 도스토옙스키는 당시 러시아에 유행하던 혁명의 움직임을 직접적으로 겨냥해 광기와 폭력, 악으로 점철된 그들의 행동과 사상을 비판하고 있다. 동시에 젊은 시절 허무주의와 사회주의에 심취해 페트라솁스키 모임에 출입하다 사형 선고까지 받은 이력이 있는 사상범인 도스토옙스키 스스로를 향한 통렬한 자기반성의 산물이자 ‘참회록’이기도 하다. 
",1,국내도서-소설/시/희곡
21,9788937463860,102419955,악령 3,"13,500원",750원,표도르 미하일로비치 도스토옙스키 저/김연경 역,민음사,"20세기 문학과 철학의 지형도를 바꿔 놓은 러시아 문학의 거장 도스토옙스키
종교와 국가의 전복을 꾀하는 ‘악령’을 그려 낸 혁명과 광기의 묵시록
급진주의와 허무주의에 침잠한 젊은이들을 향해 던지는 도스토옙스키의 경고

『죄와 벌』, 『카라마조프가의 형제들』 등의 걸작을 남기며 20세기 지성사의 흐름을 바꿔 놓은 러시아의 대문호 도스토옙스키. 그의 5대 장편 소설 중 하나이자 최고의 정치 소설로 꼽히는 『악령』이 도스토옙스키 탄생 200주년을 맞아 [민음사 세계문학전집]으로 출간되었다. 그가 1869년 모스크바에서 비밀 혁명 조직의 내분으로 일어난 ‘네차예프 사건’에 충격을 받아 집필한 『악령』은 서구의 허무주의와 자유주의에 심취하여 혁명을 일으키고자 하는 당대 젊은이들을 비판하기 위한 정치 소설이다.",1,국내도서-소설/시/희곡
22,9788937443664,85951807,부활 1,"10,800원",600원,레프 톨스토이 저/연진희 역,민음사,"시대를 초월하여 가장 ‘동시대적인’ 작가 톨스토이
19세기 러시아의 불합리한 사회 구조와 종교적 모순을 드러낸 문제작이자
‘흔들리는 인간’에게서 부활의 가능성을 모색한 만년의 걸작

“인간은 강과 같다. 어디에 있든 물은 똑같고 변함없다. 그러나 어느 강이나 좁고 빨라졌다가 다시 넓어지기도 한다. 잔잔해지고, 깨끗해지고, 차가워지고, 탁해지고, 따뜻해진다. 인간도 그렇다.”

러시아를 대표하는 문호 톨스토이의 『부활』 개정판이 민음사 세계문학전집으로 출간되었다.『안나 카레니나』, 『전쟁과 평화』를 통해 젊고 섬세한 감각을 선보이며 러시아 고전의 새로운 독자층을 형성한 번역가 연진희가 번역을 맡았다. 『닥터 지바고』로 잘 알려진 러시아 작가 보리스 파스테르나크의 아버지이자 유명 화가였던 레오니드 파스테르나크의 삽화를 추가해 독자들의 이해를 돕고 보는 재미를 더했다.",1,국내도서-소설/시/희곡
23,9788932923963,125753678,안나 카레니나 1,"7,920원",440원,레프 톨스토이 저/이명현 역,열린책들,"정수만을 담아 간결하고 간편하게
열린책들 세계문학 모노 에디션

열린책들 세계문학에서 꾸준히 사랑받아 온 작품들을 엄선한 컬렉션이 모노 에디션이라는 이름으로 선보인다. 세계문학 전집의 정수만을 담아 한층 간결하고 간편한 형태로 펴낸 모노 에디션은 작품 선정에서 책의 장정까지, 덜어 내고 또 덜어 내 고갱이만을 담았다. 열린책들 세계문학이 풍성한 목록과 견고한 하드커버 장정으로 독자들과 만나 왔다면 모노 에디션은 엄선한 목록과 가벼운 장정, 8,800원이라는 파격적인 가격으로 좀 더 친숙하고 쉽게 고전들을 만나는 기회를 열어 준다. 또한 최대한 덜어 내되 디자인과 품질에 대한 고민은 더 많이 녹여 내 최소한으로도 모자람이 없는 완결성을 추구했다. 열린책들 세계문학과 모노 에디션, 이제 이 두 가지 선택지로 자신의 독서 습관과 취향에 맞게 빛나는 고전들을 만날 수 있을 것이다.",1,국내도서-소설/시/희곡
24,9788954683432,105031244,백치 1,"13,500원",750원,표도르 도스토옙스키 저/김희숙 역,문학동네,"도스토옙스키가 가장 아끼고 사랑한 소설
문학으로 구현해낸 완전한 선(善)과 구원의 형상

이 소설의 가장 주된 의도는 진실로 아름다운 인간을 묘사하는 것이다. 
세상에서 이보다 어려운 일은 없다, 특히 지금은. _표도르 도스토옙스키

표도르 도스토옙스키의 『백치』가 [문학동네 세계문학전집] 205, 206번으로 출간된다. 『백치』는 『죄와 벌』에 이어 도스토옙스키가 두번째로 집필한 장편소설로, 그가 평생에 걸쳐 추구한 ‘진실로 아름답고 선한 인간 존재’에 대한 고민이 담겨 있다. 주인공 므이쉬킨 공작은 작가가 만들어낸 그리스도적 이상에 가까운 인물로, 사회의 규범이 아닌 선한 인간성을 따르기에 속물적인 사회에서 그는 ‘백치’일 수밖에 없다. 도덕적인 힘을 지닌 므이쉬킨 공작은 모든 인물의 가슴속에 사랑과 연대를 불러일으키며, 이는 이후 『카라마조프가의 형제들』의 알료샤로 이어져 진실한 선善과 구원을 완성한다. 도스토옙스키가 가장 아끼고 사랑한 작품이기도 하다.",1,국내도서-소설/시/희곡
25,9791139710793,117961842,이반 일리치의 죽음,"6,930원",380원,레프 톨스토이 저/윤우섭 역,현대지성,"죽음과 삶의 의미를 가장 사실적으로 보여주는 
톨스토이 명단편 3편

우리는 톨스토이의 작품을 읽으며 ‘죽음’이라는 주제를 자주 접한다. 실제로 그는 두 살 때 어머니를, 아홉 살에 아버지를 여읜다. 장성해서는 27세에 셋째 형이, 31세 때는 맏형이 세상을 떠났다. 어린 시절 부모의 죽음을 비롯하여 가까운 사람들의 죽음은 작가에게 깊은 심리적 상처를 남겼다. 그때부터 죽음은 톨스토이를 평생 따라다닌 숙제로 남았으며, 작가 자신도 한때 심각하게 자살을 생각한 적도 있었다. 

작가의 대표작이라 할 수 있는 『전쟁과 평화』(1863-1869), 『안나 카레니나』(1873-1878), 『부활』(1889-1899)을 포함해 많은 중단편도 죽음과 직간접적으로 연관되어 있다. 어떻게 보면 그의 문학적 성취는 삶과 죽음 사이에서 실존적으로 올곧게 살아가려는 치열한 몸부림에서 비롯되었다고도 볼 수 있으며, 이는 작품 면면에 사상적 배경으로 흐르고 있다.",1,국내도서-소설/시/희곡
26,9788931024098,137534760,이반 데니소비치의 하루,"7,200원",400원,솔제니친 저/이동현 역,문예출판사,"강제 노동 수용소 생활을 배경으로
사회주의 체제의 모순과 비인간성을 고발하고
약자들의 인권을 대변한 솔제니친 문학의 백미!

작가와 독자를 연결하는 길은 오직 하나, 소설이 있을 뿐이다.
-솔제니친

솔제니친은 소련 공산주의 지배 권력을 날카롭게 비판했다는 이유로 소련작가동맹에서 제명당했으나 자유세계 지식인들의 뜨거운 지지와 공감으로 1970년 노벨문학상을 받았다. 《이반 데니소비치의 하루》는 소련의 저항문학 작가 솔제니친의 대표작으로, 작가는 소련의 강제 노동 수용소에서 겪은 체험을 바탕으로 지배 권력의 폭압 속에서 죄 없이 고통받는 힘없는 약자들의 참상을 신랄하게 고발하고 권력에 유린당하는 약자들의 인권을 대변한다. 

강제 노동 수용소는 현대 러시아의 비극이자 공산주의 소련의 치부다.",1,국내도서-소설/시/희곡
