순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
11,9791157107223,37922672,너의 췌장을 먹고 싶어 (일반판),"12,420원",690원,스미노 요루 저/양윤옥 역,소미미디어,"2017년 여름, 일본 현지 영화 개봉 확정!

독서 미터 읽고 싶은 책 랭킹(2015년 8월) 1위 

2016년 일본 서점 대상 2위

2016년 쓰타야서점 상반기 종합 베스트셀러 1위

일본 현지 80만 부 이상 판매된 화제의 베스트셀러!



벚꽃 휘날리는 4월, 그녀와 나는 만났다



먼지 뿌연 도서실, 낡은 책장에 꽂힌 서적들의 순번,

조용히 책을 읽으며 생각에 잠기는 걸 좋아하는 ‘나’는

익숙한 것에서만 위안을 찾는 평범한 고등학생이다.

무료한 일상을 보내던 나는 병원에서

낡은 소파 구석에 놓인 공책 한 권을 발견한다.



‘췌장…… 죽는다…… 공병(共病)문고?’



호기심을 불러일으키는 단어에 마음을 빼앗긴 내 앞에

예쁘고 명랑한 사쿠라가 나타나 공책이 자신의 것이라고 말한다.

당황한 나, 그리고 환한 미소를 짓는 사쿠라.",1,국내도서-소설/시/희곡
12,9788925577128,116886526,해피엔딩에서 너를 기다릴게,"15,120원",840원,산다 치에 저/이소담 역,알에이치코리아(RHK),"“같은 시간 속에서 너와 나는 다른 시간을 보냈다”
반드시 두 번 읽고, 두 번 울게 되는 연애 소설

불치병에 걸려 시한부 인생을 사는 소녀 리나와 꿈과 목표 없이 방황하는 소년 쇼타, 두 사람의 엇갈린 로맨스. 『너의 췌장을 먹고 싶어』, 『오늘 밤 세계에서 이 사랑이 사라진다 해도』를 읽었던 독자라면 이 작품을 놓치지 말 것.

가도카와 출판사가 주최한 ‘엔터브레인 엔타메 대상ENTERBRAIN ENTERTAINMENT AWARDS’ 우수상을 받으며 화려하게 데뷔한 신예, 산다 치에의 최신작 『해피엔딩에서 너를 기다릴게太陽のシズク』가 마침내 국내에 출간된다. 심장에 종양이 생기는 ‘보석병’에 걸린 여고생이, 사후 심장에서 꺼내질 보석의 가치를 높이기 위해 가능한 한 최고의 청춘을 보낸 뒤 죽기로 결심하며 벌어지는 에피소드가 한 편의 드라마처럼 펼쳐진다.",1,국내도서-소설/시/희곡
13,9791193262214,129054040,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,"16,200원",900원,미나토 쇼 저/황누리 역,필름,"이야기의 끝, 간절히 기적을 바라게 되는 감성 로맨스
“…마지막까지, 마지막 순간까지 함께 여행하게 해줘.”

생사를 넘나드는 중상을 입고 구사일생으로 살아났지만 트라우마로 인해 무력한 나날을 보내던 무로사키 토우야는 어느 날 백 끼의 식사가 끝나면 죽음에 이르는 희귀병인 ‘여명백식’에 걸린 여자, 사키무라 리이를 만난다. 

리이는 수명이 다할 때까지 함께 밥을 먹을 상대를 찾고 있었고 정해진 죽음 앞에서도 두려움 없이 하루하루를 만끽하는 리이에게 흥미를 품은 토우야는 리이의 맛집 여행에 동행하기로 한다. 늘 함박웃음을 지으며 맛있게 밥을 먹는 리이, 그런 리이에게 점점 마음이 이끌리는 토우야.",1,국내도서-소설/시/희곡
14,9791193024928,142685882,사랑은 하트 모양이 아니야,"10,800원",600원,김효인 저,안전가옥,"사랑과는 거리가 먼 곳에서 시작되는 색다른 로맨스

정반대라고 해도 될 정도로 나와 다른 사람에게 끌리는 상황은 로맨스 장르의 유구한 클리셰 중 하나다. 멀리 떨어져 있던 두 존재가 갖가지 난관을 헤치며 가까워지는 과정이란 그토록 매력적이다. 《사랑은 하트 모양이 아니야》 또한 이 공식을 따르지만, 클리셰가 인물을 넘어 소재에도 적용되어 있다는 점에서 더 짙은 호소력을 지닌다.

《사랑은 하트 모양이 아니야》의 두 수록작을 이끌어 가는 소재는 죽음과 호르몬이다. 〈로으밤 로으밤〉의 주인공 록기는 자신이 며칠 뒤에 죽는다는 정보를 입수하고 마지막 여행길에 오른다. 〈사랑은 하트 모양이 아니야〉의 주인공 세린은 ‘사랑 호르몬’을 잃은 상태이고 남편과 이혼을 준비 중이다. 행복이며 낭만과는 거리가 한참 먼 곳에서 이야기를 시작한 두 사람은 독특한 출발점만큼이나 색다른 전개를 거쳐 자신이 로맨스 스토리의 주인공임을 분명하게 보여 준다.",1,국내도서-소설/시/희곡
15,9791127844745,59520991,너는 달밤에 빛나고,"10,800원",600원,사노 테츠야 저/박정원 역,디앤씨미디어(D&C미디어),"“이제 곧 마지막 순간이 다가옵니다. 이것이 정말 마지막 부탁입니다…….”

소중한 사람이 죽은 뒤로 모든 것을 포기한 채 살아가던 나는
고등학교에서 ‘발광병發光病’으로 입원 중인 소녀를 만나게 된다.
소녀의 이름은 와타라세 마미즈.
그녀가 걸린 ‘발광병’은 달빛을 받으면 몸이 희미하게 빛나고,
죽음이 가까워질수록 그 빛이 강해진다고 한다. 
나는 시한부 인생인 마미즈에게 죽기 전에 하고 싶은 일을 듣고 제안한다.
“그거, 내가 도와줘도 될까?” 
“정말?” 
그 약속을 계기로 멈추었던 나의 시간이 다시 움직이기 시작한다.",1,국내도서-소설/시/희곡
16,9791130664927,144966093,러브 체리 카니발,"15,300원",850원,아인 저,다산책방,"“이런 세상에서 사랑이 계속될 수 있을까?”

좋아하는 마음이 재난이 되는 세계에서
사랑을 향해 나아가는 서툰 마음들의 생존기

감염되면 사랑하는 사람의 얼굴로 변하는 바이러스가 퍼진 학교. 구조를 위해서는 옥상까지 살아서 올라가야 한다. 독특한 설정으로 단연 눈에 띄는 데뷔작을 선보이며 인터넷에서 미리 주목받은 작가 아인의 『러브 체리 카니발』이 다산책방에서 출간되었다. 『러브 체리 카니발』은 사랑이 곧 재난이 되는 세계에서 살아남기 위해 서로를 먹어야 하는 이야기를 그린 로맨스릴러이다. 극한의 상황 속에서 인물들은 진짜 마음을 시험받으며, 감정이라는 재난을 통과해 각자가 생각하는 ‘사랑’의 의미에 다다른다. 누군가에게는 파멸이 되고 누군가에게는 구원이 되기도 하는 감정을 집요하게 파헤친 이 소설은 장르적 긴장감 위에 정서적 깊이를 더하며 망가진 세계에서도 사랑이 작동할 수 있는지 모든 것을 걸고 답을 찾아가는 생존기이다.",1,국내도서-소설/시/희곡
17,9791193358689,125423935,남은 인생 10년,"15,300원",850원,고사카 루카 저/김지연 역,모모,"도서 누적 부수 80만 부 돌파 & 영화 누적 관객 수 225만 명 기록
올봄 가장 뭉클한 로맨스를 보여줄 베스트셀러 《남은 인생 10년》
섬세한 새 번역, 감성적인 새 표지로 2024년판 전격 재탄생!

일본에서 누적 부수 80만 부를 돌파한 베스트셀러 《남은 인생 10년》이 섬세한 감정선을 살린 새 번역과 이야기의 분위기를 그대로 옮겨온 이규태 작가의 일러스트를 입은 새 표지로 전격 재출간된다. 누적 관객 수 225만 명을 기록한 동명의 영화도 2024년 4월 초 한국에서 재개봉을 앞두고 있어, 원작 소설의 재출간 소식이 더욱 반갑다.

스무 살 여름, 여주인공 마쓰리는 남은 시간이 10년밖에 남지 않았다는 청천벽력같은 시한부 통보 앞에서 담대해지려 노력하지만, 아무리 애써도 죽음을 막을 순 없다는 사실을 몸소 깨달으며 절망감에 사로잡힌다.",1,국내도서-소설/시/희곡
18,9791190594035,89514299,일주일 만에 사랑할 순 없다,"11,700원",650원,김동식 저,요다,"2018년 『회색 인간』으로 데뷔하여 한국 문단에 큰 충격을 주었던 김동식의 신작 소설집. 카카오페이지 연재 당시 반응이 좋았던 작품들과 작가의 색다른 시도가 돋보이는 미공개 신작 등 23편의 단편을 모았다. 표제작 「일주일 만에 사랑할 순 없다」는 지구 멸망을 한 주 앞두고 사랑에 빠진 두 남녀의 생존 로맨스다. SF, 공포, 스릴러, 판타지 등 장르를 넘나드는 김동식 작가가 처음으로 로맨스 장르에 도전했다. 기존 김동식 소설과는 다른 서정적이고 로맨틱한 분위기의 소설로, 특유의 상상력과 허를 찌르는 반전을 더해 이야기의 완성도를 높였다. 『일주일 만에 사랑할 순 없다』는 기존 소설집이 보여준 신선함을 뛰어넘어 작가로서의 지속 가능성을 보여주는 완성도 있는 작품만을 선별했다. “믿고 있던 것을 의심하게 하고, 보고 싶지 않았던 것을 보게 하는 감각적 충격”(정세랑)을 전하는 소설집이다.",1,국내도서-소설/시/희곡
19,9791158883737,59290417,내가 죽기 일주일 전,"15,300원",850원,서은채 저,황금가지,"오늘, 6년 전 죽은 네가 내 곁으로 돌아왔다
웹소설의 가독성과 문학의 울림을 함께 담은 감성 미스터리 판타지

공명X김민하 주연 티빙 오리지널 시리즈「내가 죽기 일주일 전」원작 소설.
「내가 죽기 일주일 전」웹툰 카카오페이지 연재 중.

오래전에 죽은 첫사랑이 저승사자가 되어 찾아오는 이야기를 그린 감성 미스터리 판타지 소설 『내가 죽기 일주일 전』이 황금가지에서 출간되었다. ‘저승사자는 사랑하는 사람의 모습을 하고 찾아온다’는 전승 괴담에서 착안한 독특한 콘셉트가 돋보이는 『내가 죽기 일주일 전』은 온라인소설 플랫폼 브릿G(britg.kr)에 첫 공개되어 출판된 후 부산국제영화제 북투필름 공식 피칭작으로 선정되며 출간 당시에도 많은 관심을 받은 바 있다.",1,국내도서-소설/시/희곡
20,9791193358023,122541484,내가 빠진 로맨스,"15,750원",870원,베스 올리리 저/박지선 역,모모,"같은 날, 같은 남자에게 바람맞은 세 여자…
세상에 없던 삼중 연애의 끝에 
상상도 못 한 기발한 반전이 펼쳐진다!

전 세계 100만 부 이상 판매된 소설 『셰어하우스』로 데뷔한 영국의 대표 로맨스 작가 베스 올리리의 신작 『내가 빠진 로맨스』가 모모에서 출간되었다. 이 책은 출간 즉시 19개국에 판권이 팔리고 아마존 에디터 선정 ‘베스트 로맨스’에 올랐으며, 곧바로 소니의 제작사 배드 울프에서 영상화 옵션을 가져가며 그 화제성과 인기를 증명했다.

어느 밸런타인데이, 데이트 상대를 기다리던 세 여자 시오반, 미란다, 제인은 짠 것처럼 모두 바람맞는다. 왜 나타나지 않는지, 어디로 사라진 건지 의문만 가득 안고 돌아간 그들은 다음 날, 상대의 진심 어린 사과를 듣고 용서하기로 한다. 최악의 하루가 지나고 평화로운 나날이 이어지나 싶던 그때, 그들만 모르는 충격적인 사실이 밝혀진다. 그들 전부 조지프 카터라는 동일인에게 바람맞았고, 그와 여전히 잘 만나고 있다는 것.",1,국내도서-소설/시/희곡
21,9791157108718,37922518,너의 췌장을 먹고 싶어 (노블판),"12,420원",690원,스미노 요루 저/양윤옥 역,소미미디어,"2017년 여름, 일본 현지 영화 개봉 확정!
독서 미터 읽고 싶은 책 랭킹(2015년 8월) 1위 
2016년 일본 서점 대상 2위
2016년 쓰타야서점 상반기 종합 베스트셀러 1위
일본 현지 80만 부 이상 판매된 화제의 베스트셀러!

벚꽃 휘날리는 4월, 그녀와 나는 만났다

먼지 뿌연 도서실, 낡은 책장에 꽂힌 서적들의 순번,
조용히 책을 읽으며 생각에 잠기는 걸 좋아하는 ‘나’는
익숙한 것에서만 위안을 찾는 평범한 고등학생이다.
무료한 일상을 보내던 나는 병원에서
낡은 소파 구석에 놓인 공책 한 권을 발견한다.

‘췌장…… 죽는다…… 공병(共病)문고?’",1,국내도서-소설/시/희곡
22,9788959528158,78217545,"거짓말이 보이는 나는, 솔직한 너에게 사랑을 했다","14,220원",790원,사쿠라이 미나 저/주승현 역,제우미디어,"나는 거짓말을 하지 않아.
사람은 누구나 거짓말을 한다.

당신은 왜 사랑하는 사람에게
거짓말을 하나요?

‘가족’ ‘친구’ ‘연인’ 좋아하는 사람의 거짓말이 보이는 소년,
후지쿠라 히지리는 거짓말을 하지 않는다.
자신의 능력을 증오하기 때문에.

사람들과 잘 어울리고, 고양이를 좋아하는 순진무구한 소녀,
후타바 하루카는 거짓말을 한다.
좋아하는 사람을 위해서.",1,국내도서-소설/시/희곡
23,9791171257515,136252688,늑대 사이의 학,"16,200원",900원,허주은 저/유혜인 역,시공사,"1506년 조선, 연산군의 폭정이 치솟는 가운데
언니를 되찾아야 하는 이슬과 
반정을 준비하는 대현의 운명적 만남
조선 역사상 가장 위험한 도박이 시작된다!

“끔찍한 범죄와 강인한 사랑이 함께 수놓인 한 폭의 이야기 자락에 
뜻밖의 아름다움이 자리한다.” -소설가 박서련 추천

★베스트셀러 『사라진 소녀들의 숲』 『붉은 궁』 허주은 작가의 신작
★2023년 에드거 앨런 포 어워드 수상 작가
★2022년 [포브스] 선정 가장 기대되는 작가
★2024년 뉴욕 타임스 베스트셀러
★2024년 미국서점협회(ABA) 인디 부문 베스트셀러
★2024년 퍼블리셔스 위클리 베스트셀러

2023년 『붉은 궁』으로 미국에서 가장 권위 있는 장르 문학상인 ‘에드거 앨런 포 어워드’를 수상한 허주은 작가가 새로운 미스터리 사건을 추적해 가는 소설 『늑대 사이의 학』으로 돌아왔다.",1,국내도서-소설/시/희곡
24,9791160274509,132189528,사랑 후에 오는 것들 (공지영),"15,300원",850원,공지영 저,소담출판사,"이세영, 사카구치 겐타로 주연!
쿠팡플레이 오리지널 시리즈 『사랑 후에 오는 것들』원작 소설!

사랑으로 상처받고 사랑으로 치유하는 섬세하고 아릿한 로맨스

“변하지 않는 사랑이 있다는 걸 믿어요?”
“변하지 않는 사랑이라. 분명 어딘가엔 있을 거야.",1,국내도서-소설/시/희곡
25,9791104924378,109748227,옷소매 붉은 끝동 세트,"28,800원","1,600원",강미강 저,청어람,"도깨비보다 무섭다는 왕이 있었다.
가늘고 길게 살고픈 궁녀도 있었다.
이상스레 서로가 눈에 거슬렸다.
그래서 다가섰다. 그래도 다가서지 않았다.
어렵고 애매한 한 발자국씩을 나누며 습관처럼 제자리를 지켰다.

알쏭달쏭한 시절은 기쁨과 배신으로 어지러이 물들어 이지러지고,
이별과 재회는 어색한 질투와 상실감을 동반하였다.
잊은 척은 할 수 있어도 잊을 수는 없었다.
이윽고 무너진 감정의 둑은 운명을 뒤흔들 홍수가 되었다.

“내 천성을 거스르면서까지 너를 마음에 두었다. 그래서 너여야만 한다.”

하지만 선뜻 붙잡지 못할 붉은 옷소매가 달콤할 수만은 없고,
오히려 그 끝동은 오래도록 별러온 양 새침하게 밀고 당길 따름이었다.",1,국내도서-소설/시/희곡
26,9791130666037,146338387,애프터 유,"16,200원",900원,조조 모예스 저/이나경 역,다산책방,"텅 빈 가슴을 채우는 『미 비포 유』의 후속작
눈물로 페이지를 적실 조조 모예스의 마스터피스!

★『미 비포 유』 후속작
★전 세계 43개국 번역 출간
★영국 출판문화상 최종 후보
★닐슨 베스트셀러 어워드 플래티넘 선정
★아마존·뉴욕타임스·독일 슈피겔 베스트셀러

“당신은 손수건을 책갈피로 사용하게 될 것이다.”_메일 온 선데이 

손수건을 책갈피로 사용하게 될 
『미 비포 유』의 여운을 잇는 감동적인 후속작

전 세계 1500만 명을 잠 못 들게 만들며 잊을 수 없는 후유증을 선사한 『미 비포 유』의 후속작 『애프터 유』가 새로운 표지와 수정된 번역으로 출간되었다. 이번 작품에서는 스스로 존엄사를 선택한 윌을 떠나보내고 혼자 남은 루이자의 이야기가 펼쳐진다. 출간 직후 아마존은 물론 독일의 대형 서점 사이트 슈피겔에서 베스트셀러에 올랐고, 전 세계 43개국에 번역 출간되었다. 초대형 베스트셀러로 자리매김한 전작 못지않은 전 세계적 인기를 구가한 것이다.",1,국내도서-소설/시/희곡
27,9788963716664,75186979,낙원의 이론 1,"11,700원",650원,정선우 저,파란 (파란미디어),"『낙원의 이론』은 탄탄한 마니아층 독자들의 열렬한 지지를 받으며 로맨스 판타지계의 엄청난 돌풍을 일으킨 작품이다. 네이버 시리즈 정식 연재 시작 전부터 수많은 독자들을 앓게 만들며 출간 문의가 쇄도했던 『낙원의 이론』이 드디어 출간된다. 

눈처럼 하얀 모래로 뒤덮인 대지, 지독한 유황냄새가 떠도는 대기, 정화장치가 없으면 숨쉬기 힘든 땅. 내일의 목숨도 보장할 수 없는 우울한 미래. 
절체절명의 위기를 맞닥뜨린 인류는 용의 사체를 조각내어 8개의 도시를 만든다. 선택된 사람들은 새 도시로 이주하고, 선택받지 못한 사람들은 황량한 사해에 남겨진다. 그렇게 조금 유예된 멸망. 

‘낙원의 이론은 세 개의 기둥이 지탱할 것이다. 셋은 동시에 재학할 것이며, 같은 꿈을 꾸고 감각을 공유하니, 반드시 서로를 알아볼 것이다.",2,국내도서-소설/시/희곡
28,9791160274684,140199769,사랑 후에 오는 것들 + 다이어리 세트,"30,600원","1,700원","공지영,츠지 히토나리 저/김훈아 역",소담출판사,"이세영, 사카구치 겐타로 주연!
쿠팡플레이 시리즈 [사랑 후에 오는 것들] 원작 소설!

사랑으로 상처받고 사랑으로 치유하는 섬세하고 아릿한 로맨스

“변하지 않는 사랑이 있다는 걸 믿어요?”
“변하지 않는 사랑이라. 분명 어딘가엔 있을 거야.",1,국내도서-소설/시/희곡
29,9791164797387,114916369,재혼황후 8 + 미공개 외전 세트,"17,100원",190원,알파타르트 저,해피북스투유,"2019~2020 네이버웹소설 최고의 화제작!

완벽한 황후였다. 그러나 황제는 도움이 될 황후가 필요없다고 한다. 그가 원하는 건 배우자이지 동료가 아니라 한다. 황제는 나비에를 버리고 노예 출신의 여자를 옆에 두었다. 그래도 괜찮았다. 황제가 그녀에게 다음 황후 자리를 약속하는 걸 듣기 전까진. 나비에는 고민 끝에 결심했다.",1,국내도서-소설/시/희곡
